"graph_name","weight_method","component_mode","threshold_quant","threshold","n_nodes","n_edges","baseline_class","predicted_class","is_baseline","matches_baseline"
"aves-barn-swallow-contact-network","adjacency","full_network","0%",0,17,53,"SF","SF",TRUE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","0%",0,17,53,"SF","SF",TRUE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","10%",0.106666666666667,16,47,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","10%",0.106666666666667,16,47,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","20%",0.166666666666667,16,44,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","20%",0.166666666666667,16,44,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","30%",0.181818181818182,16,40,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","30%",0.181818181818182,16,40,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","40%",0.220634920634921,14,32,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","40%",0.220634920634921,14,32,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","50%",0.25,13,29,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","50%",0.25,13,29,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","60%",0.272727272727273,13,22,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","60%",0.272727272727273,13,22,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","70%",0.291428571428571,10,16,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","70%",0.291428571428571,10,16,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","80%",0.363636363636364,9,12,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","largest_component","80%",0.363636363636364,9,12,"SF","SF",FALSE,TRUE
"aves-barn-swallow-contact-network","adjacency","full_network","90%",0.396923076923077,7,6,"SF",NA,FALSE,FALSE
"aves-barn-swallow-contact-network","adjacency","largest_component","90%",0.396923076923077,4,3,"SF",NA,FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","full_network","0%",0,20,56,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn1.csv ","adjacency","largest_component","0%",0,20,56,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn1.csv ","adjacency","full_network","10%",0.2,17,51,"Spatial",NA,FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","10%",0.2,9,23,"Spatial","sbm",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","full_network","20%",0.25,17,46,"Spatial",NA,FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","20%",0.25,9,18,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn1.csv ","adjacency","full_network","30%",0.375,16,40,"Spatial",NA,FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","30%",0.375,8,12,"Spatial","SF",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","full_network","40%",0.444444444444444,14,35,"Spatial",NA,FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","40%",0.444444444444444,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","full_network","50%",0.619047619047619,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","50%",0.619047619047619,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","full_network","60%",0.666666666666667,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","60%",0.666666666666667,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","full_network","70%",0.75,7,21,"Spatial","SW",FALSE,FALSE
"Badger_Autumn1.csv ","adjacency","largest_component","70%",0.75,7,21,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","full_network","0%",0.0769230769230769,14,40,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn2.csv ","adjacency","largest_component","0%",0.0769230769230769,14,40,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn2.csv ","adjacency","full_network","10%",0.166666666666667,14,38,"Spatial",NA,FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","largest_component","10%",0.166666666666667,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","full_network","20%",0.323809523809524,12,32,"Spatial",NA,FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","largest_component","20%",0.323809523809524,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","full_network","30%",0.57,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","largest_component","30%",0.57,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","full_network","40%",0.6,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","largest_component","40%",0.6,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","full_network","50%",0.75,7,21,"Spatial","SW",FALSE,FALSE
"Badger_Autumn2.csv ","adjacency","largest_component","50%",0.75,7,21,"Spatial","SW",FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","full_network","0%",0,26,67,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn3.csv ","adjacency","largest_component","0%",0,26,67,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","10%",0.0878787878787879,23,60,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","largest_component","10%",0.0878787878787879,23,60,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","20%",0.142857142857143,23,54,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","largest_component","20%",0.142857142857143,23,54,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","30%",0.2,19,48,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","largest_component","30%",0.2,19,48,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","40%",0.277922077922078,19,40,"Spatial",NA,FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","largest_component","40%",0.277922077922078,8,16,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","50%",0.333333333333333,19,37,"Spatial",NA,FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","largest_component","50%",0.333333333333333,8,16,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","60%",0.4,19,29,"Spatial",NA,FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","largest_component","60%",0.4,8,10,"Spatial","SF",FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","full_network","70%",0.444444444444444,16,21,"Spatial",NA,FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","largest_component","70%",0.444444444444444,7,13,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","80%",0.5,12,17,"Spatial",NA,FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","largest_component","80%",0.5,6,12,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn3.csv ","adjacency","full_network","90%",0.555555555555556,9,10,"Spatial",NA,FALSE,FALSE
"Badger_Autumn3.csv ","adjacency","largest_component","90%",0.555555555555556,5,7,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn4.csv ","adjacency","full_network","0%",0,41,116,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn4.csv ","adjacency","largest_component","0%",0,41,116,"Spatial","Spatial",TRUE,TRUE
"Badger_Autumn4.csv ","adjacency","full_network","10%",0.142857142857143,41,105,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","10%",0.142857142857143,12,30,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn4.csv ","adjacency","full_network","20%",0.25,38,96,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","20%",0.25,11,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn4.csv ","adjacency","full_network","30%",0.363636363636364,34,82,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","30%",0.363636363636364,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","full_network","40%",0.428571428571429,33,75,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","40%",0.428571428571429,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","full_network","50%",0.5,28,63,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","50%",0.5,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","full_network","60%",0.6,20,50,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","60%",0.6,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","full_network","70%",0.7,13,37,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","70%",0.7,9,35,"Spatial","Spatial",FALSE,TRUE
"Badger_Autumn4.csv ","adjacency","full_network","90%",0.777777777777778,9,22,"Spatial",NA,FALSE,FALSE
"Badger_Autumn4.csv ","adjacency","largest_component","90%",0.777777777777778,7,21,"Spatial","SW",FALSE,FALSE
"Badger_Spring1.csv ","adjacency","full_network","0%",0,25,71,"Spatial","Spatial",TRUE,TRUE
"Badger_Spring1.csv ","adjacency","largest_component","0%",0,25,71,"Spatial","Spatial",TRUE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","10%",0.125,23,64,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","10%",0.125,15,44,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","20%",0.222222222222222,22,58,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","20%",0.222222222222222,15,39,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","30%",0.333333333333333,19,49,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","30%",0.333333333333333,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Spring1.csv ","adjacency","full_network","40%",0.444444444444444,15,44,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","40%",0.444444444444444,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Spring1.csv ","adjacency","full_network","50%",0.555555555555556,14,37,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","50%",0.555555555555556,8,24,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","60%",0.571428571428572,13,28,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","60%",0.571428571428572,8,24,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","70%",0.636363636363637,13,21,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","70%",0.636363636363637,8,17,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","80%",0.666666666666667,13,21,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","80%",0.666666666666667,8,17,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring1.csv ","adjacency","full_network","90%",0.714285714285714,9,10,"Spatial",NA,FALSE,FALSE
"Badger_Spring1.csv ","adjacency","largest_component","90%",0.714285714285714,4,6,"Spatial",NA,FALSE,FALSE
"Badger_Spring2.csv ","adjacency","full_network","0%",0,16,43,"Spatial","Spatial",TRUE,TRUE
"Badger_Spring2.csv ","adjacency","largest_component","0%",0,16,43,"Spatial","Spatial",TRUE,TRUE
"Badger_Spring2.csv ","adjacency","full_network","10%",0.0977272727272727,13,38,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring2.csv ","adjacency","largest_component","10%",0.0977272727272727,13,38,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring2.csv ","adjacency","full_network","20%",0.166666666666667,13,35,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring2.csv ","adjacency","largest_component","20%",0.166666666666667,13,35,"Spatial","Spatial",FALSE,TRUE
"Badger_Spring2.csv ","adjacency","full_network","30%",0.271428571428571,12,30,"Spatial",NA,FALSE,FALSE
"Badger_Spring2.csv ","adjacency","largest_component","30%",0.271428571428571,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Spring2.csv ","adjacency","full_network","40%",0.6,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Spring2.csv ","adjacency","largest_component","40%",0.6,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Spring2.csv ","adjacency","full_network","70%",0.614545454545455,8,13,"Spatial",NA,FALSE,FALSE
"Badger_Spring2.csv ","adjacency","largest_component","70%",0.614545454545455,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Spring2.csv ","adjacency","full_network","80%",0.75,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Spring2.csv ","adjacency","largest_component","80%",0.75,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","0%",0,14,22,"Spatial","Spatial",TRUE,TRUE
"Badger_Spring3.csv ","adjacency","largest_component","0%",0,14,22,"Spatial","Spatial",TRUE,TRUE
"Badger_Spring3.csv ","adjacency","full_network","10%",0.0142857142857143,12,19,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","10%",0.0142857142857143,6,8,"Spatial","SF",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","20%",0.166666666666667,12,18,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","20%",0.166666666666667,6,8,"Spatial","SF",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","40%",0.18,10,13,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","40%",0.18,5,9,"Spatial","SF",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","50%",0.25,8,12,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","50%",0.25,5,9,"Spatial","SF",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","60%",0.314285714285714,7,9,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","60%",0.314285714285714,5,8,"Spatial","SF",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","70%",0.333333333333333,7,9,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","70%",0.333333333333333,5,8,"Spatial","SF",FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","80%",0.422857142857143,6,5,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","80%",0.422857142857143,4,4,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","full_network","90%",0.5,6,4,"Spatial",NA,FALSE,FALSE
"Badger_Spring3.csv ","adjacency","largest_component","90%",0.5,4,3,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","0%",0,38,108,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer1.csv ","adjacency","largest_component","0%",0,38,108,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer1.csv ","adjacency","full_network","10%",0.142857142857143,38,99,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","10%",0.142857142857143,16,32,"Spatial","SF",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","20%",0.208888888888889,36,86,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","20%",0.208888888888889,12,18,"Spatial","SF",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","30%",0.3,36,79,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","30%",0.3,9,10,"Spatial","SF",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","40%",0.333333333333333,33,72,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","40%",0.333333333333333,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","50%",0.428571428571429,26,55,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","50%",0.428571428571429,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","60%",0.5,25,49,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","60%",0.5,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","70%",0.636363636363636,11,35,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","70%",0.636363636363636,9,34,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer1.csv ","adjacency","full_network","80%",0.7,10,29,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","80%",0.7,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Summer1.csv ","adjacency","full_network","90%",0.777777777777778,8,16,"Spatial",NA,FALSE,FALSE
"Badger_Summer1.csv ","adjacency","largest_component","90%",0.777777777777778,6,15,"Spatial","SW",FALSE,FALSE
"Badger_Summer2.csv ","adjacency","full_network","0%",0,24,64,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer2.csv ","adjacency","largest_component","0%",0,24,64,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer2.csv ","adjacency","full_network","10%",0.101190476190476,21,57,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer2.csv ","adjacency","largest_component","10%",0.101190476190476,21,57,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer2.csv ","adjacency","full_network","20%",0.213333333333333,21,51,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","20%",0.213333333333333,19,50,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer2.csv ","adjacency","full_network","30%",0.270454545454546,21,45,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","30%",0.270454545454546,12,31,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer2.csv ","adjacency","full_network","40%",0.285714285714286,21,40,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","40%",0.285714285714286,10,25,"Spatial","SF",FALSE,FALSE
"Badger_Summer2.csv ","adjacency","full_network","50%",0.303846153846154,17,32,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","50%",0.303846153846154,10,21,"Spatial","SF",FALSE,FALSE
"Badger_Summer2.csv ","adjacency","full_network","60%",0.333333333333333,17,31,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","60%",0.333333333333333,10,20,"Spatial","SF",FALSE,FALSE
"Badger_Summer2.csv ","adjacency","full_network","70%",0.417857142857143,11,19,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","70%",0.417857142857143,6,9,"Spatial","SF",FALSE,FALSE
"Badger_Summer2.csv ","adjacency","full_network","80%",0.448484848484848,10,13,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","80%",0.448484848484848,5,5,"Spatial","SF",FALSE,FALSE
"Badger_Summer2.csv ","adjacency","full_network","90%",0.5,10,12,"Spatial",NA,FALSE,FALSE
"Badger_Summer2.csv ","adjacency","largest_component","90%",0.5,5,5,"Spatial","SF",FALSE,FALSE
"Badger_Summer3.csv ","adjacency","full_network","0%",0,35,103,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer3.csv ","adjacency","largest_component","0%",0,35,103,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer3.csv ","adjacency","full_network","10%",0.15,33,93,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","10%",0.15,19,74,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer3.csv ","adjacency","full_network","20%",0.25,31,85,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","20%",0.25,10,34,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer3.csv ","adjacency","full_network","30%",0.351515151515152,24,72,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","30%",0.351515151515152,10,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer3.csv ","adjacency","full_network","40%",0.4,24,65,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","40%",0.4,10,19,"Spatial","SF",FALSE,FALSE
"Badger_Summer3.csv ","adjacency","full_network","50%",0.5,21,54,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","50%",0.5,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer3.csv ","adjacency","full_network","60%",0.6,17,44,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","60%",0.6,9,34,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer3.csv ","adjacency","full_network","70%",0.636363636363636,12,36,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","70%",0.636363636363636,9,34,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer3.csv ","adjacency","full_network","80%",0.7,12,26,"Spatial",NA,FALSE,FALSE
"Badger_Summer3.csv ","adjacency","largest_component","80%",0.7,9,24,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer4.csv ","adjacency","full_network","0%",0,23,75,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer4.csv ","adjacency","largest_component","0%",0,23,75,"Spatial","Spatial",TRUE,TRUE
"Badger_Summer4.csv ","adjacency","full_network","10%",0.291428571428571,23,67,"Spatial",NA,FALSE,FALSE
"Badger_Summer4.csv ","adjacency","largest_component","10%",0.291428571428571,9,21,"Spatial","Spatial",FALSE,TRUE
"Badger_Summer4.csv ","adjacency","full_network","20%",0.375,22,62,"Spatial",NA,FALSE,FALSE
"Badger_Summer4.csv ","adjacency","largest_component","20%",0.375,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer4.csv ","adjacency","full_network","30%",0.5,20,53,"Spatial",NA,FALSE,FALSE
"Badger_Summer4.csv ","adjacency","largest_component","30%",0.5,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer4.csv ","adjacency","full_network","50%",0.6,12,39,"Spatial",NA,FALSE,FALSE
"Badger_Summer4.csv ","adjacency","largest_component","50%",0.6,9,36,"Spatial","SW",FALSE,FALSE
"Badger_Summer4.csv ","adjacency","full_network","60%",0.7,9,31,"Spatial","SF",FALSE,FALSE
"Badger_Summer4.csv ","adjacency","largest_component","60%",0.7,9,31,"Spatial","SF",FALSE,FALSE
"Badger_Summer4.csv ","adjacency","full_network","90%",0.777777777777778,7,11,"Spatial",NA,FALSE,FALSE
"Badger_Summer4.csv ","adjacency","largest_component","90%",0.777777777777778,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Winter2.csv ","adjacency","full_network","0%",0,20,52,"Spatial","Spatial",TRUE,TRUE
"Badger_Winter2.csv ","adjacency","largest_component","0%",0,20,52,"Spatial","Spatial",TRUE,TRUE
"Badger_Winter2.csv ","adjacency","full_network","10%",0.2,17,47,"Spatial",NA,FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","10%",0.2,9,34,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter2.csv ","adjacency","full_network","20%",0.5,14,43,"Spatial",NA,FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","20%",0.5,9,34,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter2.csv ","adjacency","full_network","30%",0.516666666666667,12,36,"Spatial",NA,FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","30%",0.516666666666667,9,33,"Spatial","SF",FALSE,FALSE
"Badger_Winter2.csv ","adjacency","full_network","40%",0.573333333333333,11,31,"Spatial",NA,FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","40%",0.573333333333333,8,28,"Spatial","SW",FALSE,FALSE
"Badger_Winter2.csv ","adjacency","full_network","50%",0.633333333333333,8,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter2.csv ","adjacency","largest_component","50%",0.633333333333333,8,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter2.csv ","adjacency","full_network","60%",0.666666666666667,8,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter2.csv ","adjacency","largest_component","60%",0.666666666666667,8,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter2.csv ","adjacency","full_network","70%",0.69,8,16,"Spatial",NA,FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","70%",0.69,6,15,"Spatial","SW",FALSE,FALSE
"Badger_Winter2.csv ","adjacency","full_network","80%",0.74,7,11,"Spatial",NA,FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","80%",0.74,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Winter2.csv ","adjacency","full_network","90%",0.777777777777778,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Winter2.csv ","adjacency","largest_component","90%",0.777777777777778,5,10,"Spatial","SW",FALSE,FALSE
"Badger_Winter3.csv ","adjacency","full_network","0%",0,34,91,"Spatial","Spatial",TRUE,TRUE
"Badger_Winter3.csv ","adjacency","largest_component","0%",0,34,91,"Spatial","Spatial",TRUE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","10%",0.0909090909090909,30,82,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","10%",0.0909090909090909,17,55,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","20%",0.166666666666667,30,75,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","20%",0.166666666666667,17,48,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","30%",0.25,28,65,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","30%",0.25,10,38,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","40%",0.333333333333333,22,56,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","40%",0.333333333333333,10,36,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","50%",0.5,15,49,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","50%",0.5,9,35,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","60%",0.545454545454546,15,36,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","60%",0.545454545454546,9,26,"Spatial","Spatial",FALSE,TRUE
"Badger_Winter3.csv ","adjacency","full_network","70%",0.583333333333333,14,30,"Spatial",NA,FALSE,FALSE
"Badger_Winter3.csv ","adjacency","largest_component","70%",0.583333333333333,9,26,"Spatial","Spatial",FALSE,TRUE
