"graph_name","weight_method","component_mode","threshold_quant","threshold","n_nodes","n_edges","baseline_class","predicted_class","is_baseline","matches_baseline"
"insecta-ant-colony1-day19","adjacency","full_network","60%",0.647058823529412,85,1288,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day19","adjacency","largest_component","60%",0.647058823529412,85,1288,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day19","adjacency","full_network","70%",0.681818181818182,81,966,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day19","adjacency","largest_component","70%",0.681818181818182,81,966,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day19","adjacency","full_network","80%",0.717171717171717,74,641,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day19","adjacency","largest_component","80%",0.717171717171717,74,641,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day19","adjacency","full_network","90%",0.755684754521964,62,320,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day19","adjacency","largest_component","90%",0.755684754521964,55,302,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day20","adjacency","full_network","0%",0.125,99,3147,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","0%",0.125,99,3147,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","10%",0.430232558139535,99,2833,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day20","adjacency","largest_component","10%",0.430232558139535,97,2832,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","20%",0.488888888888889,97,2521,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","20%",0.488888888888889,97,2521,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","30%",0.531914893617021,96,2206,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","30%",0.531914893617021,96,2206,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","40%",0.571428571428571,94,1902,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","40%",0.571428571428571,94,1902,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","50%",0.606741573033708,92,1577,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","50%",0.606741573033708,92,1577,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","60%",0.636363636363636,90,1261,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","60%",0.636363636363636,90,1261,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","70%",0.663066361556064,87,944,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","70%",0.663066361556064,87,944,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","80%",0.694117647058824,83,632,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","80%",0.694117647058824,83,632,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","full_network","90%",0.735429344151454,68,315,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day20","adjacency","largest_component","90%",0.735429344151454,68,315,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","0%",0.152173913043478,99,3266,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","0%",0.152173913043478,99,3266,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","10%",0.441558441558442,99,2943,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","10%",0.441558441558442,99,2943,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","20%",0.506849315068493,97,2613,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","20%",0.506849315068493,97,2613,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","30%",0.555555555555556,97,2293,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","30%",0.555555555555556,97,2293,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","40%",0.594202898550725,96,1960,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","40%",0.594202898550725,96,1960,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","50%",0.629213483146067,90,1634,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","50%",0.629213483146067,90,1634,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","60%",0.662921348314607,89,1309,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","60%",0.662921348314607,89,1309,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","70%",0.697916666666667,85,981,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","70%",0.697916666666667,85,981,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","80%",0.729411764705882,80,655,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","80%",0.729411764705882,80,655,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","full_network","90%",0.768421052631579,65,329,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day21","adjacency","largest_component","90%",0.768421052631579,65,329,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","0%",0.17910447761194,80,2269,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day22","adjacency","largest_component","0%",0.17910447761194,80,2269,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","10%",0.46875,77,2043,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","largest_component","10%",0.46875,77,2043,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","20%",0.528253968253968,77,1815,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","largest_component","20%",0.528253968253968,77,1815,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","30%",0.570343580470163,76,1588,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","largest_component","30%",0.570343580470163,76,1588,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","40%",0.607896131425543,76,1361,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","largest_component","40%",0.607896131425543,76,1361,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","50%",0.636363636363636,75,1136,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day22","adjacency","largest_component","50%",0.636363636363636,73,1135,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","60%",0.666666666666667,70,935,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day22","adjacency","largest_component","60%",0.666666666666667,68,934,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","70%",0.697368421052632,63,682,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day22","adjacency","largest_component","70%",0.697368421052632,61,681,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","80%",0.72972972972973,55,461,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","largest_component","80%",0.72972972972973,55,461,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day22","adjacency","full_network","90%",0.767123287671233,50,236,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day22","adjacency","largest_component","90%",0.767123287671233,48,235,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","0%",0.171052631578947,80,2246,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day23","adjacency","largest_component","0%",0.171052631578947,80,2246,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","10%",0.459992887624467,79,2021,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","largest_component","10%",0.459992887624467,79,2021,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","20%",0.529411764705882,79,1800,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","largest_component","20%",0.529411764705882,79,1800,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","30%",0.569337606837607,77,1572,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","largest_component","30%",0.569337606837607,77,1572,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","40%",0.602941176470588,76,1348,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day23","adjacency","largest_component","40%",0.602941176470588,72,1344,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","50%",0.638888888888889,75,1126,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day23","adjacency","largest_component","50%",0.638888888888889,71,1122,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","60%",0.666666666666667,71,912,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day23","adjacency","largest_component","60%",0.666666666666667,67,908,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","70%",0.694444444444444,68,686,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day23","adjacency","largest_component","70%",0.694444444444444,65,683,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","80%",0.727272727272727,61,452,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day23","adjacency","largest_component","80%",0.727272727272727,58,450,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day23","adjacency","full_network","90%",0.76056338028169,48,227,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day23","adjacency","largest_component","90%",0.76056338028169,44,225,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","full_network","0%",0.157894736842105,80,2372,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day24","adjacency","largest_component","0%",0.157894736842105,80,2372,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","10%",0.506510822510822,80,2134,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","largest_component","10%",0.506510822510822,80,2134,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","20%",0.571428571428571,79,1908,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","largest_component","20%",0.571428571428571,79,1908,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","30%",0.615700737618546,78,1660,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","largest_component","30%",0.615700737618546,78,1660,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","40%",0.651515151515151,77,1424,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","largest_component","40%",0.651515151515151,73,1421,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","50%",0.683544303797468,72,1188,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","largest_component","50%",0.683544303797468,69,1186,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","60%",0.710526315789474,69,954,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","largest_component","60%",0.710526315789474,67,953,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","70%",0.740099626400996,63,712,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","largest_component","70%",0.740099626400996,59,710,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day24","adjacency","full_network","80%",0.769230769230769,56,489,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","largest_component","80%",0.769230769230769,54,488,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","full_network","90%",0.807692307692308,47,240,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day24","adjacency","largest_component","90%",0.807692307692308,45,239,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day25","adjacency","full_network","0%",0.191176470588235,80,2117,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","0%",0.191176470588235,80,2117,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","10%",0.424491490244915,80,1905,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","10%",0.424491490244915,80,1905,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","20%",0.481012658227848,78,1694,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","20%",0.481012658227848,78,1694,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","30%",0.522258273848151,78,1482,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","30%",0.522258273848151,78,1482,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","40%",0.559294117647059,78,1270,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","40%",0.559294117647059,78,1270,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","50%",0.59375,77,1060,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day25","adjacency","largest_component","50%",0.59375,75,1059,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","60%",0.619450033534541,71,847,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","60%",0.619450033534541,71,847,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","70%",0.648648648648649,67,639,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","largest_component","70%",0.648648648648649,67,639,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","80%",0.676470588235294,60,428,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day25","adjacency","largest_component","80%",0.676470588235294,55,425,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day25","adjacency","full_network","90%",0.717948717948718,50,213,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day25","adjacency","largest_component","90%",0.717948717948718,48,212,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day26","adjacency","full_network","0%",0.196969696969697,80,2137,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day26","adjacency","largest_component","0%",0.196969696969697,80,2137,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","10%",0.435203366058906,80,1923,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","largest_component","10%",0.435203366058906,80,1923,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","20%",0.493506493506494,79,1710,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","largest_component","20%",0.493506493506494,79,1710,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","30%",0.540540540540541,79,1499,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","largest_component","30%",0.540540540540541,79,1499,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","40%",0.576923076923077,77,1286,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","largest_component","40%",0.576923076923077,77,1286,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","50%",0.611111111111111,74,1069,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","largest_component","50%",0.611111111111111,74,1069,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","60%",0.636363636363636,72,865,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day26","adjacency","largest_component","60%",0.636363636363636,69,862,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","70%",0.666666666666667,68,666,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day26","adjacency","largest_component","70%",0.666666666666667,65,663,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day26","adjacency","full_network","80%",0.698412698412698,61,429,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day26","adjacency","largest_component","80%",0.698412698412698,58,426,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day26","adjacency","full_network","90%",0.73748987854251,47,214,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day26","adjacency","largest_component","90%",0.73748987854251,44,211,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day27","adjacency","full_network","0%",0.126760563380282,80,2010,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","0%",0.126760563380282,80,2010,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","10%",0.418030303030303,80,1809,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","10%",0.418030303030303,80,1809,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","20%",0.493296803652968,80,1608,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","20%",0.493296803652968,80,1608,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","30%",0.535714285714286,80,1411,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","30%",0.535714285714286,80,1411,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","40%",0.571428571428571,80,1216,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","40%",0.571428571428571,80,1216,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","50%",0.604518371400199,77,1005,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","50%",0.604518371400199,77,1005,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","60%",0.636363636363636,75,807,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","largest_component","60%",0.636363636363636,75,807,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","70%",0.666666666666667,72,605,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day27","adjacency","largest_component","70%",0.666666666666667,63,581,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","80%",0.695652173913043,69,407,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day27","adjacency","largest_component","80%",0.695652173913043,60,391,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day27","adjacency","full_network","90%",0.738461538461539,52,202,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day27","adjacency","largest_component","90%",0.738461538461539,40,188,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","0%",0.108108108108108,80,2143,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day28","adjacency","largest_component","0%",0.108108108108108,80,2143,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","10%",0.450140845070423,79,1928,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","largest_component","10%",0.450140845070423,79,1928,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","20%",0.519480519480519,79,1715,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","largest_component","20%",0.519480519480519,79,1715,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","30%",0.560606060606061,79,1501,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","largest_component","30%",0.560606060606061,79,1501,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","40%",0.596774193548387,76,1288,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day28","adjacency","largest_component","40%",0.596774193548387,72,1284,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","50%",0.626666666666667,71,1078,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day28","adjacency","largest_component","50%",0.626666666666667,68,1075,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","60%",0.658227848101266,71,858,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day28","adjacency","largest_component","60%",0.658227848101266,68,855,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","70%",0.689189189189189,65,644,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day28","adjacency","largest_component","70%",0.689189189189189,62,642,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","80%",0.722222222222222,57,434,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day28","adjacency","largest_component","80%",0.722222222222222,54,432,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day28","adjacency","full_network","90%",0.763888888888889,43,217,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day28","adjacency","largest_component","90%",0.763888888888889,41,216,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","full_network","0%",0.0540540540540541,80,2221,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day29","adjacency","largest_component","0%",0.0540540540540541,80,2221,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","10%",0.476923076923077,79,1999,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","largest_component","10%",0.476923076923077,79,1999,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","20%",0.549295774647887,78,1778,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","largest_component","20%",0.549295774647887,78,1778,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","30%",0.597014925373134,78,1554,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","largest_component","30%",0.597014925373134,78,1554,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","40%",0.632352941176471,78,1335,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","largest_component","40%",0.632352941176471,78,1335,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","50%",0.661971830985915,78,1114,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","largest_component","50%",0.661971830985915,74,1108,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","60%",0.690140845070423,75,892,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","largest_component","60%",0.690140845070423,66,883,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","70%",0.716216216216216,70,674,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","largest_component","70%",0.716216216216216,63,668,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day29","adjacency","full_network","80%",0.746478873239437,58,449,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","largest_component","80%",0.746478873239437,55,446,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","full_network","90%",0.780821917808219,49,227,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day29","adjacency","largest_component","90%",0.780821917808219,46,224,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day30","adjacency","full_network","0%",0.121621621621622,80,2220,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day30","adjacency","largest_component","0%",0.121621621621622,80,2220,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","10%",0.464578515871347,79,1998,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","largest_component","10%",0.464578515871347,79,1998,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","20%",0.547945205479452,79,1779,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","largest_component","20%",0.547945205479452,79,1779,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","30%",0.6,78,1555,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","largest_component","30%",0.6,78,1555,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","40%",0.632688011913626,77,1332,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","largest_component","40%",0.632688011913626,77,1332,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","50%",0.662066996574039,75,1110,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day30","adjacency","largest_component","50%",0.662066996574039,69,1098,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","60%",0.689189189189189,72,893,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day30","adjacency","largest_component","60%",0.689189189189189,66,883,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","70%",0.716216216216216,69,672,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day30","adjacency","largest_component","70%",0.716216216216216,63,665,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","80%",0.746268656716418,63,446,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day30","adjacency","largest_component","80%",0.746268656716418,58,441,"Spatial","Spatial",FALSE,TRUE
"insecta-ant-colony1-day30","adjacency","full_network","90%",0.779411764705882,51,229,"Spatial",NA,FALSE,FALSE
"insecta-ant-colony1-day30","adjacency","largest_component","90%",0.779411764705882,45,226,"Spatial","SF",FALSE,FALSE
"insecta-ant-colony1-day31","adjacency","full_network","0%",0.0615384615384615,80,1882,"Spatial","Spatial",TRUE,TRUE
"insecta-ant-colony1-day31","adjacency","largest_component","0%",0.0615384615384615,80,1882,"Spatial","Spatial",TRUE,TRUE
