"Graph.Name","Captive","Interaction_type","Data_collection","Species","Data_duration_days","Class","target","Predicted_classes"
"mammalia-bison-dominance","Semi_ranging","Dominance","survey_scan","Bison_bison",60,"Mammalia","mammalia-bison-dominance","Geometric Graphs"
"mammalia-cattle-dominance","Semi_ranging","Dominance","survey_scan","Bos_taurus",NA,"Mammalia","mammalia-cattle-dominance","Scale-Free"
"mammalia-dolphin-florida-forage","No","Spatial_proximity","survey_scan","Tursiops_truncatus",124,"Mammalia","mammalia-dolphin-florida-forage","Geometric Graphs"
"mammalia-dolphin-florida-overall","No","Spatial_proximity","survey_scan","Tursiops_truncatus",124,"Mammalia","mammalia-dolphin-florida-overall","Scale-Free"
"mammalia-dolphin-florida-social","No","Spatial_proximity","survey_scan","Tursiops_truncatus",124,"Mammalia","mammalia-dolphin-florida-social","Geometric Graphs"
"mammalia-dolphin-floridatravel","No","Spatial_proximity","survey_scan","Tursiops_truncatus",124,"Mammalia","mammalia-dolphin-floridatravel","Geometric Graphs"
"mammalia-dolphin-social","No","Spatial_proximity","survey_scan","Tursiops_truncatus",594,"Mammalia","mammalia-dolphin-social","Small-World"
"mammalia-elephantseal-2010-2011","No","Dominance","survey_scan","Mirounga_angustirostris",69,"Mammalia","mammalia-elephantseal-2010-2011","Scale-Free"
"mammalia-elephantseal-2011-2012","No","Dominance","survey_scan","Mirounga_angustirostris",69,"Mammalia","mammalia-elephantseal-2011-2012","Erdos-Renyi"
"mammalia-hyena-networka","No","Group_membership","survey_scan","Crocuta_crocuta",64,"Mammalia","mammalia-hyena-networka","Geometric Graphs"
"mammalia-hyena-networkb","No","Group_membership","survey_scan","Crocuta_crocuta",64,"Mammalia","mammalia-hyena-networkb","Geometric Graphs"
"mammalia-hyena-networkc","No","Group_membership","survey_scan","Crocuta_crocuta",64,"Mammalia","mammalia-hyena-networkc","Geometric Graphs"
"mammalia-kangaroo-interactions","No","Spatial_proximity","survey_scan","Macropus_giganteus",NA,"Mammalia","mammalia-kangaroo-interactions","Geometric Graphs"
"mammalia-macaque-contact-sits","Yes","Physical_contact","survey_scan","Macaca_mulatta",1095,"Mammalia","mammalia-macaque-contact-sits","Small-World"
"mammalia-macaque-dominance","Semi_ranging","Dominance","survey_scan","Macaca_fuscata",180,"Mammalia","mammalia-macaque-dominance","Scale-Free"
"mammalia-macaque-grooming-bouts","Yes","Physical_contact","survey_scan","Macaca_mulatta",1095,"Mammalia","mammalia-macaque-grooming-bouts","Scale-Free"
"mammalia-primate-association-1","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-1","Scale-Free"
"mammalia-primate-association-10","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-10","Scale-Free"
"mammalia-primate-association-11","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-11","Scale-Free"
"mammalia-primate-association-12","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-12","Geometric Graphs"
"mammalia-primate-association-13","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-13","Stochastic-Block-Model"
"mammalia-primate-association-14","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-14","Scale-Free"
"mammalia-primate-association-15","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-15","Scale-Free"
"mammalia-primate-association-16","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-16","Scale-Free"
"mammalia-primate-association-3","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-3","Geometric Graphs"
"mammalia-primate-association-4","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-4","Scale-Free"
"mammalia-primate-association-5","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-5","Scale-Free"
"mammalia-primate-association-7","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-7","Scale-Free"
"mammalia-primate-association-8","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-8","Scale-Free"
"mammalia-primate-association-9","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association-9","Geometric Graphs"
"mammalia-primate-association","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-primate-association","Geometric Graphs"
"mammalia-raccoon-proximity-1","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-1","Scale-Free"
"mammalia-raccoon-proximity-10","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-10","Geometric Graphs"
"mammalia-raccoon-proximity-11","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-11","Scale-Free"
"mammalia-raccoon-proximity-12","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-12","Geometric Graphs"
"mammalia-raccoon-proximity-13","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-13","Geometric Graphs"
"mammalia-raccoon-proximity-14","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-14","Geometric Graphs"
"mammalia-raccoon-proximity-15","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-15","Scale-Free"
"mammalia-raccoon-proximity-16","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-16","Geometric Graphs"
"mammalia-raccoon-proximity-17","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-17","Geometric Graphs"
"mammalia-raccoon-proximity-19","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-19","Geometric Graphs"
"mammalia-raccoon-proximity-2","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-2","Scale-Free"
"mammalia-raccoon-proximity-20","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-20","Geometric Graphs"
"mammalia-raccoon-proximity-21","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-21","Scale-Free"
"mammalia-raccoon-proximity-22","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-22","Geometric Graphs"
"mammalia-raccoon-proximity-23","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-23","Scale-Free"
"mammalia-raccoon-proximity-24","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-24","Geometric Graphs"
"mammalia-raccoon-proximity-25","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-25","Geometric Graphs"
"mammalia-raccoon-proximity-26","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-26","Geometric Graphs"
"mammalia-raccoon-proximity-27","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-27","Geometric Graphs"
"mammalia-raccoon-proximity-28","No","Grooming","focal_sampling","Macaca_fuscata",90,"Mammalia","mammalia-raccoon-proximity-28","Geometric Graphs"
"mammalia-raccoon-proximity-3","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-3","Stochastic-Block-Model"
"mammalia-raccoon-proximity-32","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-32","Geometric Graphs"
"mammalia-raccoon-proximity-33","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-33","Scale-Free"
"mammalia-raccoon-proximity-34","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-34","Scale-Free"
"mammalia-raccoon-proximity-35","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-35","Scale-Free"
"mammalia-raccoon-proximity-36","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-36","Scale-Free"
"mammalia-raccoon-proximity-37","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-37","Scale-Free"
"mammalia-raccoon-proximity-39","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-39","Scale-Free"
"mammalia-raccoon-proximity-4","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-4","Geometric Graphs"
"mammalia-raccoon-proximity-40","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-40","Scale-Free"
"mammalia-raccoon-proximity-41","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-41","Geometric Graphs"
"mammalia-raccoon-proximity-42","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-42","Geometric Graphs"
"mammalia-raccoon-proximity-43","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-43","Scale-Free"
"mammalia-raccoon-proximity-44","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-44","Stochastic-Block-Model"
"mammalia-raccoon-proximity-45","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-45","Geometric Graphs"
"mammalia-raccoon-proximity-46","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-46","Scale-Free"
"mammalia-raccoon-proximity-47","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-47","Stochastic-Block-Model"
"mammalia-raccoon-proximity-48","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-48","Stochastic-Block-Model"
"mammalia-raccoon-proximity-49","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-49","Geometric Graphs"
"mammalia-raccoon-proximity-5","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-5","Scale-Free"
"mammalia-raccoon-proximity-50","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-50","Scale-Free"
"mammalia-raccoon-proximity-51","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-51","Geometric Graphs"
"mammalia-raccoon-proximity-52","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-52","Scale-Free"
"mammalia-raccoon-proximity-6","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-6","Scale-Free"
"mammalia-raccoon-proximity-7","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-7","Scale-Free"
"mammalia-raccoon-proximity-8","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-8","Scale-Free"
"mammalia-raccoon-proximity-9","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity-9","Scale-Free"
"mammalia-raccoon-proximity","No","Spatial_proximity","logger","Procyon_lotor",7,"Mammalia","mammalia-raccoon-proximity","Geometric Graphs"
"mammalia-sheep-dominance","Semi_ranging","Dominance","focal_sampling","Ovis_canadensis",450,"Mammalia","mammalia-sheep-dominance","Geometric Graphs"
"mammalia-spidermonkeys-contact","No","Physical_contact","focal_sampling","Ateles_hybridus",730,"Mammalia","mammalia-spidermonkeys-contact","Geometric Graphs"
"mammalia-vampire-bats-foodsharing","Yes","Trophallaxis","video","Desmodus_rotundus",0.08,"Mammalia","mammalia-vampire-bats-foodsharing","Scale-Free"
"mammalia-voles-bhp-trapping-02","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-02","Geometric Graphs"
"mammalia-voles-bhp-trapping-04","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-04","Scale-Free"
"mammalia-voles-bhp-trapping-05","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-05","Scale-Free"
"mammalia-voles-bhp-trapping-06","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-06","Geometric Graphs"
"mammalia-voles-bhp-trapping-07","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-07","Stochastic-Block-Model"
"mammalia-voles-bhp-trapping-10","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-10","Scale-Free"
"mammalia-voles-bhp-trapping-11","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-11","Scale-Free"
"mammalia-voles-bhp-trapping-12","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-12","Scale-Free"
"mammalia-voles-bhp-trapping-13","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-13","Geometric Graphs"
"mammalia-voles-bhp-trapping-14","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-14","Scale-Free"
"mammalia-voles-bhp-trapping-16","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-16","Scale-Free"
"mammalia-voles-bhp-trapping-17","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-17","Scale-Free"
"mammalia-voles-bhp-trapping-18","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-18","Scale-Free"
"mammalia-voles-bhp-trapping-20","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-20","Scale-Free"
"mammalia-voles-bhp-trapping-21","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-21","Geometric Graphs"
"mammalia-voles-bhp-trapping-22","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-22","Geometric Graphs"
"mammalia-voles-bhp-trapping-23","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-23","Geometric Graphs"
"mammalia-voles-bhp-trapping-24","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-24","Geometric Graphs"
"mammalia-voles-bhp-trapping-25","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-25","Geometric Graphs"
"mammalia-voles-bhp-trapping-26","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-26","Scale-Free"
"mammalia-voles-bhp-trapping-27","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-27","Scale-Free"
"mammalia-voles-bhp-trapping-28","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-28","Geometric Graphs"
"mammalia-voles-bhp-trapping-29","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-29","Scale-Free"
"mammalia-voles-bhp-trapping-30","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-30","Stochastic-Block-Model"
"mammalia-voles-bhp-trapping-31","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-31","Erdos-Renyi"
"mammalia-voles-bhp-trapping-36","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-36","Scale-Free"
"mammalia-voles-bhp-trapping-45","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-45","Geometric Graphs"
"mammalia-voles-bhp-trapping-46","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-46","Small-World"
"mammalia-voles-bhp-trapping-47","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-47","Scale-Free"
"mammalia-voles-bhp-trapping-48","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-48","Small-World"
"mammalia-voles-bhp-trapping-49","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-49","Geometric Graphs"
"mammalia-voles-bhp-trapping-50","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-50","Scale-Free"
"mammalia-voles-bhp-trapping-51","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-51","Scale-Free"
"mammalia-voles-bhp-trapping-55","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-55","Geometric Graphs"
"mammalia-voles-bhp-trapping-56","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-56","Geometric Graphs"
"mammalia-voles-bhp-trapping-57","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-57","Scale-Free"
"mammalia-voles-bhp-trapping-58","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-58","Scale-Free"
"mammalia-voles-bhp-trapping-59","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-59","Scale-Free"
"mammalia-voles-bhp-trapping-60","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-60","Small-World"
"mammalia-voles-bhp-trapping-61","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-61","Scale-Free"
"mammalia-voles-bhp-trapping-64","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping-64","Scale-Free"
"mammalia-voles-bhp-trapping","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-bhp-trapping","Small-World"
"mammalia-voles-kcs-trapping-02","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-02","Stochastic-Block-Model"
"mammalia-voles-kcs-trapping-05","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-05","Stochastic-Block-Model"
"mammalia-voles-kcs-trapping-06","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-06","Scale-Free"
"mammalia-voles-kcs-trapping-07","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-07","Small-World"
"mammalia-voles-kcs-trapping-08","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-08","Scale-Free"
"mammalia-voles-kcs-trapping-09","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-09","Scale-Free"
"mammalia-voles-kcs-trapping-12","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-12","Scale-Free"
"mammalia-voles-kcs-trapping-13","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-13","Geometric Graphs"
"mammalia-voles-kcs-trapping-14","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-14","Geometric Graphs"
"mammalia-voles-kcs-trapping-15","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-15","Stochastic-Block-Model"
"mammalia-voles-kcs-trapping-16","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-16","Small-World"
"mammalia-voles-kcs-trapping-17","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-17","Scale-Free"
"mammalia-voles-kcs-trapping-18","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-18","Geometric Graphs"
"mammalia-voles-kcs-trapping-20","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-20","Scale-Free"
"mammalia-voles-kcs-trapping-21","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-21","Geometric Graphs"
"mammalia-voles-kcs-trapping-22","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-22","Geometric Graphs"
"mammalia-voles-kcs-trapping-23","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-23","Geometric Graphs"
"mammalia-voles-kcs-trapping-24","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-24","Geometric Graphs"
"mammalia-voles-kcs-trapping-25","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-25","Small-World"
"mammalia-voles-kcs-trapping-26","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-26","Geometric Graphs"
"mammalia-voles-kcs-trapping-27","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-27","Geometric Graphs"
"mammalia-voles-kcs-trapping-28","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-28","Geometric Graphs"
"mammalia-voles-kcs-trapping-29","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-29","Geometric Graphs"
"mammalia-voles-kcs-trapping-30","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-30","Scale-Free"
"mammalia-voles-kcs-trapping-32","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-32","Scale-Free"
"mammalia-voles-kcs-trapping-37","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-37","Scale-Free"
"mammalia-voles-kcs-trapping-46","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-46","Scale-Free"
"mammalia-voles-kcs-trapping-47","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-47","Small-World"
"mammalia-voles-kcs-trapping-48","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-48","Geometric Graphs"
"mammalia-voles-kcs-trapping-49","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-49","Geometric Graphs"
"mammalia-voles-kcs-trapping-50","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-50","Geometric Graphs"
"mammalia-voles-kcs-trapping-51","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-51","Scale-Free"
"mammalia-voles-kcs-trapping-55","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-55","Geometric Graphs"
"mammalia-voles-kcs-trapping-56","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-56","Scale-Free"
"mammalia-voles-kcs-trapping-57","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-57","Scale-Free"
"mammalia-voles-kcs-trapping-59","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-59","Geometric Graphs"
"mammalia-voles-kcs-trapping-60","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-60","Scale-Free"
"mammalia-voles-kcs-trapping-61","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-61","Small-World"
"mammalia-voles-kcs-trapping-63","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping-63","Erdos-Renyi"
"mammalia-voles-kcs-trapping","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-kcs-trapping","Small-World"
"mammalia-voles-plj-trapping-03","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-03","Scale-Free"
"mammalia-voles-plj-trapping-04","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-04","Geometric Graphs"
"mammalia-voles-plj-trapping-05","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-05","Scale-Free"
"mammalia-voles-plj-trapping-06","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-06","Scale-Free"
"mammalia-voles-plj-trapping-07","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-07","Stochastic-Block-Model"
"mammalia-voles-plj-trapping-09","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-09","Scale-Free"
"mammalia-voles-plj-trapping-10","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-10","Stochastic-Block-Model"
"mammalia-voles-plj-trapping-15","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-15","Scale-Free"
"mammalia-voles-plj-trapping-17","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-17","Scale-Free"
"mammalia-voles-plj-trapping-18","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-18","Scale-Free"
"mammalia-voles-plj-trapping-20","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-20","Scale-Free"
