"Graph.Name","Captive","Interaction_type","Data_collection","Species","Data_duration_days","Class","target","Predicted_classes"
"insecta-ant-colony3-day36","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony3-day36","Geometric Graphs"
"insecta-ant-colony3-day37","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony3-day37","Geometric Graphs"
"insecta-ant-colony3-day38","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony3-day38","Geometric Graphs"
"insecta-ant-colony3-day39","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony3-day39","Geometric Graphs"
"insecta-ant-colony3-day40","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony3-day40","Geometric Graphs"
"insecta-ant-colony3-day41","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony3-day41","Geometric Graphs"
"insecta-ant-colony3","Yes","Physical_contact","video","Camponotus_fellah",41,"Insecta","insecta-ant-colony3","Erdos-Renyi"
"insecta-ant-colony4-day01","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day01","Geometric Graphs"
"insecta-ant-colony4-day02","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day02","Geometric Graphs"
"insecta-ant-colony4-day03","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day03","Geometric Graphs"
"insecta-ant-colony4-day04","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day04","Geometric Graphs"
"insecta-ant-colony4-day05","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day05","Geometric Graphs"
"insecta-ant-colony4-day06","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day06","Geometric Graphs"
"insecta-ant-colony4-day07","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day07","Geometric Graphs"
"insecta-ant-colony4-day08","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day08","Geometric Graphs"
"insecta-ant-colony4-day09","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day09","Geometric Graphs"
"insecta-ant-colony4-day10","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day10","Geometric Graphs"
"insecta-ant-colony4-day11","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day11","Geometric Graphs"
"insecta-ant-colony4-day12","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day12","Geometric Graphs"
"insecta-ant-colony4-day13","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day13","Geometric Graphs"
"insecta-ant-colony4-day14","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day14","Geometric Graphs"
"insecta-ant-colony4-day15","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day15","Geometric Graphs"
"insecta-ant-colony4-day16","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day16","Geometric Graphs"
"insecta-ant-colony4-day17","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day17","Geometric Graphs"
"insecta-ant-colony4-day18","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day18","Geometric Graphs"
"insecta-ant-colony4-day19","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day19","Geometric Graphs"
"insecta-ant-colony4-day20","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day20","Erdos-Renyi"
"insecta-ant-colony4-day21","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day21","Geometric Graphs"
"insecta-ant-colony4-day22","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day22","Geometric Graphs"
"insecta-ant-colony4-day23","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day23","Scale-Free"
"insecta-ant-colony4-day24","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day24","Scale-Free"
"insecta-ant-colony4-day25","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day25","Scale-Free"
"insecta-ant-colony4-day26","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day26","Geometric Graphs"
"insecta-ant-colony4-day27","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day27","Scale-Free"
"insecta-ant-colony4-day28","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day28","Geometric Graphs"
"insecta-ant-colony4-day29","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day29","Geometric Graphs"
"insecta-ant-colony4-day30","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day30","Scale-Free"
"insecta-ant-colony4-day31","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day31","Scale-Free"
"insecta-ant-colony4-day32","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day32","Geometric Graphs"
"insecta-ant-colony4-day33","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day33","Geometric Graphs"
"insecta-ant-colony4-day34","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day34","Geometric Graphs"
"insecta-ant-colony4-day35","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day35","Scale-Free"
"insecta-ant-colony4-day36","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day36","Geometric Graphs"
"insecta-ant-colony4-day37","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day37","Geometric Graphs"
"insecta-ant-colony4-day38","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day38","Geometric Graphs"
"insecta-ant-colony4-day39","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day39","Geometric Graphs"
"insecta-ant-colony4-day40","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day40","Geometric Graphs"
"insecta-ant-colony4-day41","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony4-day41","Geometric Graphs"
"insecta-ant-colony4","Yes","Physical_contact","video","Camponotus_fellah",41,"Insecta","insecta-ant-colony4","Erdos-Renyi"
"insecta-ant-colony5-day01","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day01","Geometric Graphs"
"insecta-ant-colony5-day02","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day02","Geometric Graphs"
"insecta-ant-colony5-day03","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day03","Geometric Graphs"
"insecta-ant-colony5-day04","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day04","Geometric Graphs"
"insecta-ant-colony5-day05","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day05","Geometric Graphs"
"insecta-ant-colony5-day06","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day06","Geometric Graphs"
"insecta-ant-colony5-day07","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day07","Geometric Graphs"
"insecta-ant-colony5-day08","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day08","Geometric Graphs"
"insecta-ant-colony5-day09","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day09","Geometric Graphs"
"insecta-ant-colony5-day10","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day10","Geometric Graphs"
"insecta-ant-colony5-day11","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day11","Geometric Graphs"
"insecta-ant-colony5-day12","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day12","Geometric Graphs"
"insecta-ant-colony5-day13","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day13","Geometric Graphs"
"insecta-ant-colony5-day14","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day14","Geometric Graphs"
"insecta-ant-colony5-day15","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day15","Geometric Graphs"
"insecta-ant-colony5-day16","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day16","Geometric Graphs"
"insecta-ant-colony5-day17","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day17","Geometric Graphs"
"insecta-ant-colony5-day18","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day18","Geometric Graphs"
"insecta-ant-colony5-day19","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day19","Geometric Graphs"
"insecta-ant-colony5-day20","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day20","Geometric Graphs"
"insecta-ant-colony5-day21","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day21","Geometric Graphs"
"insecta-ant-colony5-day22","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day22","Geometric Graphs"
"insecta-ant-colony5-day23","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day23","Geometric Graphs"
"insecta-ant-colony5-day24","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day24","Geometric Graphs"
"insecta-ant-colony5-day25","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day25","Geometric Graphs"
"insecta-ant-colony5-day26","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day26","Geometric Graphs"
"insecta-ant-colony5-day27","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day27","Geometric Graphs"
"insecta-ant-colony5-day28","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day28","Geometric Graphs"
"insecta-ant-colony5-day29","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day29","Geometric Graphs"
"insecta-ant-colony5-day30","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day30","Geometric Graphs"
"insecta-ant-colony5-day31","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day31","Geometric Graphs"
"insecta-ant-colony5-day32","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day32","Geometric Graphs"
"insecta-ant-colony5-day33","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day33","Geometric Graphs"
"insecta-ant-colony5-day34","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day34","Geometric Graphs"
"insecta-ant-colony5-day35","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day35","Geometric Graphs"
"insecta-ant-colony5-day36","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day36","Geometric Graphs"
"insecta-ant-colony5-day37","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day37","Geometric Graphs"
"insecta-ant-colony5-day38","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day38","Geometric Graphs"
"insecta-ant-colony5-day39","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day39","Geometric Graphs"
"insecta-ant-colony5-day40","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day40","Geometric Graphs"
"insecta-ant-colony5-day41","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony5-day41","Geometric Graphs"
"insecta-ant-colony5","Yes","Physical_contact","video","Camponotus_fellah",41,"Insecta","insecta-ant-colony5","Erdos-Renyi"
"insecta-ant-colony6-day01","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day01","Geometric Graphs"
"insecta-ant-colony6-day02","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day02","Geometric Graphs"
"insecta-ant-colony6-day03","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day03","Geometric Graphs"
"insecta-ant-colony6-day04","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day04","Geometric Graphs"
"insecta-ant-colony6-day05","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day05","Geometric Graphs"
"insecta-ant-colony6-day06","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day06","Geometric Graphs"
"insecta-ant-colony6-day07","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day07","Geometric Graphs"
"insecta-ant-colony6-day08","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day08","Geometric Graphs"
"insecta-ant-colony6-day09","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day09","Geometric Graphs"
"insecta-ant-colony6-day10","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day10","Geometric Graphs"
"insecta-ant-colony6-day11","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day11","Geometric Graphs"
"insecta-ant-colony6-day12","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day12","Geometric Graphs"
"insecta-ant-colony6-day13","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day13","Geometric Graphs"
"insecta-ant-colony6-day14","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day14","Geometric Graphs"
"insecta-ant-colony6-day15","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day15","Geometric Graphs"
"insecta-ant-colony6-day16","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day16","Geometric Graphs"
"insecta-ant-colony6-day17","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day17","Geometric Graphs"
"insecta-ant-colony6-day18","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day18","Geometric Graphs"
"insecta-ant-colony6-day19","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day19","Geometric Graphs"
"insecta-ant-colony6-day20","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day20","Geometric Graphs"
"insecta-ant-colony6-day21","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day21","Geometric Graphs"
"insecta-ant-colony6-day22","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day22","Geometric Graphs"
"insecta-ant-colony6-day23","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day23","Geometric Graphs"
"insecta-ant-colony6-day24","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day24","Geometric Graphs"
"insecta-ant-colony6-day25","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day25","Geometric Graphs"
"insecta-ant-colony6-day26","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day26","Geometric Graphs"
"insecta-ant-colony6-day27","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day27","Geometric Graphs"
"insecta-ant-colony6-day28","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day28","Geometric Graphs"
"insecta-ant-colony6-day29","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day29","Geometric Graphs"
"insecta-ant-colony6-day30","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day30","Geometric Graphs"
"insecta-ant-colony6-day31","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day31","Geometric Graphs"
"insecta-ant-colony6-day32","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day32","Geometric Graphs"
"insecta-ant-colony6-day33","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day33","Geometric Graphs"
"insecta-ant-colony6-day34","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day34","Geometric Graphs"
"insecta-ant-colony6-day35","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day35","Geometric Graphs"
"insecta-ant-colony6-day36","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day36","Geometric Graphs"
"insecta-ant-colony6-day37","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day37","Geometric Graphs"
"insecta-ant-colony6-day38","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day38","Geometric Graphs"
"insecta-ant-colony6-day39","Yes","Physical_contact","video","Camponotus_fellah",1,"Insecta","insecta-ant-colony6-day39","Geometric Graphs"
"insecta-ant-colony6","Yes","Physical_contact","video","Camponotus_fellah",41,"Insecta","insecta-ant-colony6","Erdos-Renyi"
"insecta-ant-trophallaxis-colony1-day1","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day1","Scale-Free"
"insecta-ant-trophallaxis-colony1-day2","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day2","Erdos-Renyi"
"insecta-ant-trophallaxis-colony1-day3","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day3","Scale-Free"
"insecta-ant-trophallaxis-colony1-day4","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day4","Erdos-Renyi"
"insecta-ant-trophallaxis-colony1-day5","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day5","Scale-Free"
"insecta-ant-trophallaxis-colony1-day7","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day7","Erdos-Renyi"
"insecta-ant-trophallaxis-colony1-day8","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony1-day8","Erdos-Renyi"
"insecta-ant-trophallaxis-colony1","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.1667,"Insecta","insecta-ant-trophallaxis-colony1","Scale-Free"
"insecta-ant-trophallaxis-colony2-day1","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day1","Scale-Free"
"insecta-ant-trophallaxis-colony2-day2","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day2","Erdos-Renyi"
"insecta-ant-trophallaxis-colony2-day3","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day3","Erdos-Renyi"
"insecta-ant-trophallaxis-colony2-day4","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day4","Scale-Free"
"insecta-ant-trophallaxis-colony2-day5","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day5","Erdos-Renyi"
"insecta-ant-trophallaxis-colony2-day6","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day6","Scale-Free"
"insecta-ant-trophallaxis-colony2-day7","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day7","Scale-Free"
"insecta-ant-trophallaxis-colony2-day8","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.020833,"Insecta","insecta-ant-trophallaxis-colony2-day8","Scale-Free"
"insecta-ant-trophallaxis-colony2","Yes","Physical_contact","video","Camponotus_pennsylvanicus",0.1667,"Insecta","insecta-ant-trophallaxis-colony2","Scale-Free"
"insecta-beetle-group-c1-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c1-period-1","Stochastic-Block-Model"
"insecta-beetle-group-c1-period-2","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c1-period-2","Scale-Free"
"insecta-beetle-group-c2-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c2-period-1","Scale-Free"
"insecta-beetle-group-c2-period-2","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c2-period-2","Scale-Free"
"insecta-beetle-group-c3-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c3-period-1","Erdos-Renyi"
"insecta-beetle-group-c3-period-2","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c3-period-2","Scale-Free"
"insecta-beetle-group-c4-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c4-period-1","Stochastic-Block-Model"
"insecta-beetle-group-c4-period-2","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-c4-period-2","Erdos-Renyi"
"insecta-beetle-group-t1-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-t1-period-1","Scale-Free"
"insecta-beetle-group-t2-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-t2-period-1","Scale-Free"
"insecta-beetle-group-t3-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-t3-period-1","Stochastic-Block-Model"
"insecta-beetle-group-t4-period-1","Yes","Spatial_proximity","survey_scan","Bolitotherus_cornutus",12,"Insecta","insecta-beetle-group-t4-period-1","Scale-Free"
"mammalia-asianelephant","No","Dominance","focal_sampling","Elephas_maximus",206,"Mammalia","mammalia-asianelephant","Erdos-Renyi"
"mammalia-baboon-association-group03","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group03","Scale-Free"
"mammalia-baboon-association-group07","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group07","Erdos-Renyi"
"mammalia-baboon-association-group08","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group08","Scale-Free"
"mammalia-baboon-association-group09","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group09","Scale-Free"
"mammalia-baboon-association-group10","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group10","Scale-Free"
"mammalia-baboon-association-group11","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group11","Scale-Free"
"mammalia-baboon-association-group19","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group19","Scale-Free"
"mammalia-baboon-association-group20","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group20","Erdos-Renyi"
"mammalia-baboon-association-group23","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group23","Scale-Free"
"mammalia-baboon-association-group27","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group27","Erdos-Renyi"
"mammalia-baboon-association-group28","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group28","Erdos-Renyi"
"mammalia-baboon-association-group29","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-association-group29","Erdos-Renyi"
"mammalia-baboon-grooming-group03","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group03","Scale-Free"
"mammalia-baboon-grooming-group07","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group07","Erdos-Renyi"
"mammalia-baboon-grooming-group08","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group08","Scale-Free"
"mammalia-baboon-grooming-group09","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group09","Erdos-Renyi"
"mammalia-baboon-grooming-group10","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group10","Stochastic-Block-Model"
"mammalia-baboon-grooming-group11","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group11","Erdos-Renyi"
"mammalia-baboon-grooming-group19","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group19","Stochastic-Block-Model"
"mammalia-baboon-grooming-group20","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group20","Stochastic-Block-Model"
"mammalia-baboon-grooming-group23","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group23","Scale-Free"
"mammalia-baboon-grooming-group25","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group25","Erdos-Renyi"
"mammalia-baboon-grooming-group26","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group26","Scale-Free"
"mammalia-baboon-grooming-group27","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group27","Scale-Free"
"mammalia-baboon-grooming-group28","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group28","Erdos-Renyi"
"mammalia-baboon-grooming-group29","No","Spatial_proximity","focal_sampling","Papio_cynocephalus",30,"Mammalia","mammalia-baboon-grooming-group29","Stochastic-Block-Model"
"mammalia-bat-roosting-indiana","No","Social_projection_bipartite","RFID","Myotis_sodalis",365,"Mammalia","mammalia-bat-roosting-indiana","Geometric Graphs"
