target,Predicted_classes,order,edges,mean_eccentr,mean_path_length,graph_energy,modularity,diameter,betw_centr,transitivity,spectral_radius,eigen_centr,deg_centr,mean_degree,min_cut,fiedler_value,normalized_fiedler_value,closeness_centr,deg_assort_coef,graph_name,Graph.Name,Captive,Interaction_type,Data_collection,Species,Data_duration_days,Class,Time_resolution_secs
mammalia-voles-kcs-trapping-06,SF,28,41,7.821428571,4.46031746,41.11497463,0.615704938,10,0.452885934,0.459183673,3.673829616,0.797808162,0.113756614,2.928571429,1,0.062117047,0.022581698,0.008708388,-0.040244969,mammalia-voles-kcs-trapping-06,mammalia-voles-kcs-trapping-06,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-07,SW,36,52,7.777777778,4.331746032,52.7682541,0.610392012,10,0.405829532,0.362903226,3.623104919,0.772908912,0.06031746,2.888888889,1,0.078629739,0.028851836,0.006796633,0.03236246,mammalia-voles-kcs-trapping-07,mammalia-voles-kcs-trapping-07,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-08,SF,13,18,4.692307692,2.666666667,19.09764563,0.37345679,6,0.361111111,0.512195122,3.528517427,0.630907986,0.185897436,2.769230769,1,0.208212098,0.10506251,0.032932758,0.161165049,mammalia-voles-kcs-trapping-08,mammalia-voles-kcs-trapping-08,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-09,SF,11,12,5.727272727,3.090909091,13.92183721,0.399305556,7,0.453333333,0.315789474,2.726183818,0.698410705,0.181818182,2.181818182,1,0.121359703,0.065358669,0.033863838,-0.161290323,mammalia-voles-kcs-trapping-09,mammalia-voles-kcs-trapping-09,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-12,SF,11,14,4.181818182,2.4,14.07845441,0.221938776,5,0.391111111,0.428571429,3.584645294,0.615294551,0.245454545,2.545454545,1,0.231176326,0.143268893,0.04414754,-0.047619048,mammalia-voles-kcs-trapping-12,mammalia-voles-kcs-trapping-12,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-13,Spatial,21,42,4.571428571,2.733333333,33.53667239,0.418367347,6,0.392105263,0.526315789,5.575197596,0.664245371,0.2,4,1,0.228325178,0.08555733,0.019214689,0.198000769,mammalia-voles-kcs-trapping-13,mammalia-voles-kcs-trapping-13,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-14,Spatial,65,137,10.30769231,5.239423077,107.5461969,0.653764186,13,0.459237499,0.494057725,6.38802368,0.858080102,0.090384615,4.215384615,1,0.024600829,0.006192461,0.003093331,0.176825261,mammalia-voles-kcs-trapping-14,mammalia-voles-kcs-trapping-14,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-15,sbm,13,16,5.461538462,3.076923077,17.70223256,0.478515625,7,0.369949495,0.413793103,2.959685685,0.657454258,0.128205128,2.461538462,1,0.140647575,0.061218185,0.028322156,0.046357616,mammalia-voles-kcs-trapping-15,mammalia-voles-kcs-trapping-15,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-16,SW,58,107,8.896551724,5.078039927,88.496834,0.702113722,11,0.375570505,0.504950495,5.729301966,0.859493898,0.075620085,3.689655172,1,0.033453096,0.009300404,0.003589858,0.062691551,mammalia-voles-kcs-trapping-16,mammalia-voles-kcs-trapping-16,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-17,SF,27,38,9.407407407,4.905982906,39.0337078,0.653739612,12,0.441656805,0.43902439,3.324966762,0.686862088,0.084045584,2.814814815,1,0.039342323,0.013772822,0.008161598,-0.115919629,mammalia-voles-kcs-trapping-17,mammalia-voles-kcs-trapping-17,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-18,Spatial,15,23,7.066666667,3.638095238,22.05554247,0.45463138,9,0.365384615,0.535714286,3.765724116,0.715216746,0.138095238,3.066666667,1,0.08360935,0.027387024,0.020406016,0.168674699,mammalia-voles-kcs-trapping-18,mammalia-voles-kcs-trapping-18,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-20,SF,19,30,4.368421053,2.631578947,25.87121634,0.411666667,5,0.341957153,0.296703297,3.899259856,0.632700502,0.213450292,3.157894737,1,0.270743709,0.097256888,0.02164121,-0.512810085,mammalia-voles-kcs-trapping-20,mammalia-voles-kcs-trapping-20,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-21,Spatial,27,44,9.62962963,4.951566952,39.58842218,0.625774793,12,0.410526627,0.515625,4.706182193,0.782706952,0.143874644,3.259259259,1,0.038779523,0.013147204,0.008103323,0.184143223,mammalia-voles-kcs-trapping-21,mammalia-voles-kcs-trapping-21,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-22,Spatial,56,118,9.660714286,4.975324675,91.98056456,0.711433496,13,0.289828682,0.56969697,6.292516891,0.853397194,0.087012987,4.214285714,1,0.044770231,0.012066316,0.003823997,0.328334519,mammalia-voles-kcs-trapping-22,mammalia-voles-kcs-trapping-22,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-23,Spatial,22,42,5.727272727,3.337662338,32.35926808,0.447562358,7,0.471201814,0.644067797,6.160826592,0.709206362,0.199134199,3.818181818,1,0.098313091,0.038366488,0.015078024,0.546083789,mammalia-voles-kcs-trapping-23,mammalia-voles-kcs-trapping-23,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-24,Spatial,82,187,9.06097561,4.770852153,137.4377275,0.674711888,12,0.406374151,0.511254019,7.78802611,0.894451071,0.091839807,4.56097561,1,0.052952825,0.011213095,0.002678328,0.237083614,mammalia-voles-kcs-trapping-24,mammalia-voles-kcs-trapping-24,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-25,SW,111,240,10.09009009,5.476494676,185.6709282,0.703958333,13,0.311406691,0.454205607,6.442384478,0.86842408,0.060687961,4.324324324,1,0.043598367,0.012692966,0.00173493,0.183632102,mammalia-voles-kcs-trapping-25,mammalia-voles-kcs-trapping-25,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-26,Spatial,117,237,17.5042735,8.913203655,187.6405203,0.773166693,23,0.462161958,0.551954242,8.130150951,0.925157693,0.07714412,4.051282051,1,0.00690306,0.001580687,0.00100312,0.323748786,mammalia-voles-kcs-trapping-26,mammalia-voles-kcs-trapping-26,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-27,Spatial,111,300,10.0990991,5.123996724,195.3482648,0.70135,14,0.158680897,0.569343066,9.289292821,0.889124894,0.069041769,5.405405405,1,0.065845459,0.018908296,0.00184346,0.431197861,mammalia-voles-kcs-trapping-27,mammalia-voles-kcs-trapping-27,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-28,Spatial,71,150,12.05633803,5.927162978,117.4357973,0.739777778,16,0.415464853,0.575409836,6.425600678,0.911895886,0.068209256,4.225352113,1,0.030440999,0.007470452,0.002527665,0.317377049,mammalia-voles-kcs-trapping-28,mammalia-voles-kcs-trapping-28,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-29,Spatial,17,26,6.705882353,3.257352941,24.65460427,0.466715976,9,0.517447917,0.56,4.422600947,0.711037495,0.183823529,3.058823529,1,0.107299599,0.051408306,0.020336105,0.257142857,mammalia-voles-kcs-trapping-29,mammalia-voles-kcs-trapping-29,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-30,SF,13,22,3.461538462,2.102564103,20.22989365,0.300619835,4,0.238846801,0.454545455,4.076197785,0.584743156,0.217948718,3.384615385,2,0.663058262,0.239587612,0.04045872,-0.137254902,mammalia-voles-kcs-trapping-30,mammalia-voles-kcs-trapping-30,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-32,SF,14,16,5.428571429,3.043956044,18.16932272,0.486328125,7,0.58974359,0.310344828,2.945599143,0.711707137,0.208791209,2.285714286,1,0.153379608,0.087257311,0.026670124,0.020408163,mammalia-voles-kcs-trapping-32,mammalia-voles-kcs-trapping-32,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-37,SF,28,39,9.678571429,5.208994709,38.69968366,0.603550296,12,0.43484225,0.35483871,3.603452524,0.875772859,0.119047619,2.785714286,1,0.030918335,0.010352507,0.007330723,-0.192799071,mammalia-voles-kcs-trapping-37,mammalia-voles-kcs-trapping-37,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-46,SF,20,27,5.55,3.2,26.40476792,0.472565158,7,0.471529701,0.333333333,4.003711011,0.759008092,0.226315789,2.7,1,0.141820335,0.078304623,0.017310722,0.025641026,mammalia-voles-kcs-trapping-46,mammalia-voles-kcs-trapping-46,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-47,SW,60,110,10.26666667,5.337853107,93.08297444,0.685495868,13,0.317690828,0.420918367,5.080363863,0.869213839,0.073446328,3.666666667,1,0.037165721,0.013108435,0.003318461,0.005567051,mammalia-voles-kcs-trapping-47,mammalia-voles-kcs-trapping-47,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-48,Spatial,74,158,11.13513514,5.315438726,120.9880728,0.661752924,15,0.402118388,0.453947368,7.270001435,0.865956759,0.133283969,4.27027027,1,0.034166345,0.010438204,0.002702921,0.205060282,mammalia-voles-kcs-trapping-48,mammalia-voles-kcs-trapping-48,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-49,Spatial,21,53,3.904761905,2.314285714,35.00576549,0.418476326,5,0.457894737,0.744897959,7.214714938,0.642622154,0.297619048,5.047619048,1,0.31101503,0.079883803,0.022448791,0.223969631,mammalia-voles-kcs-trapping-49,mammalia-voles-kcs-trapping-49,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-50,Spatial,18,32,4.111111111,2.640522876,28.62533346,0.439453125,5,0.498702422,0.545454545,4.334207417,0.616264879,0.14379085,3.555555556,1,0.261161525,0.082931368,0.02320356,0.186846039,mammalia-voles-kcs-trapping-50,mammalia-voles-kcs-trapping-50,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-51,SF,13,16,5.076923077,2.884615385,17.80576503,0.466796875,6,0.388888889,0.387096774,2.993087891,0.648446883,0.211538462,2.461538462,1,0.147694614,0.072805015,0.030183909,-0.185185185,mammalia-voles-kcs-trapping-51,mammalia-voles-kcs-trapping-51,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-55,Spatial,37,76,7.027027027,3.905405405,59.40866721,0.599290166,9,0.37962963,0.527687296,5.474694647,0.72579759,0.108108108,4.108108108,1,0.073961215,0.018847521,0.007443799,0.054462857,mammalia-voles-kcs-trapping-55,mammalia-voles-kcs-trapping-55,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-56,SF,13,23,3.384615385,2.08974359,19.61302456,0.252362949,4,0.335858586,0.585365854,4.621193588,0.558473075,0.288461538,3.538461538,1,0.489925775,0.208408193,0.041811755,-0.01881068,mammalia-voles-kcs-trapping-56,mammalia-voles-kcs-trapping-56,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-57,SF,16,19,6.5625,3.691666667,20.20970801,0.505540166,8,0.424761905,0.315789474,3.071917492,0.787273774,0.175,2.375,1,0.073021322,0.032277426,0.018666588,-0.321428571,mammalia-voles-kcs-trapping-57,mammalia-voles-kcs-trapping-57,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-59,Spatial,15,25,6,2.923809524,22.91537096,0.3896,8,0.371271586,0.592105263,4.49508471,0.657164178,0.19047619,3.333333333,1,0.171577889,0.079553101,0.025875489,0.364896074,mammalia-voles-kcs-trapping-59,mammalia-voles-kcs-trapping-59,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-60,SF,34,52,6.676470588,3.652406417,49.9052257,0.541050296,9,0.345844812,0.333333333,4.252233178,0.723047125,0.14973262,3.058823529,1,0.143248703,0.07200695,0.008703222,0.031871253,mammalia-voles-kcs-trapping-60,mammalia-voles-kcs-trapping-60,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-61,SW,33,50,7.545454545,4.195075758,47.24363749,0.5936,10,0.274193548,0.425373134,4.168339681,0.745232225,0.09280303,3.03030303,1,0.083318074,0.038288345,0.007788201,0.132176235,mammalia-voles-kcs-trapping-61,mammalia-voles-kcs-trapping-61,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping-63,ER,11,12,5.272727273,2.890909091,14.27591852,0.354166667,7,0.355555556,0.315789474,2.761384056,0.67690946,0.181818182,2.181818182,1,0.173449563,0.108202448,0.036573425,0.193277311,mammalia-voles-kcs-trapping-63,mammalia-voles-kcs-trapping-63,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-kcs-trapping,SW,1189,3576,14.9705635,7.218218065,2151.185607,0.710006259,20,0.176355808,0.281888696,13.83403563,0.953622944,0.025239782,6.015138772,1,0.005665368,0.001018274,0.00012035,0.139452056,mammalia-voles-kcs-trapping,mammalia-voles-kcs-trapping,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-03,SF,11,11,5.636363636,3.145454545,12.47502896,0.44214876,7,0.397777778,0.1875,2.483976624,0.703305657,0.2,2,1,0.122861568,0.06932374,0.03315446,-0.491525424,mammalia-voles-plj-trapping-03,mammalia-voles-plj-trapping-03,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-04,Spatial,13,23,4.384615385,2.320512821,19.32440239,0.280718336,6,0.39520202,0.62962963,4.700030347,0.566695294,0.288461538,3.538461538,1,0.311785773,0.171534234,0.038121401,0.091476091,mammalia-voles-plj-trapping-04,mammalia-voles-plj-trapping-04,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-05,SF,25,43,7.56,4.216666667,37.59827628,0.537858302,9,0.439311594,0.489795918,4.932725125,0.7622266,0.19,3.44,1,0.045582068,0.014432889,0.010161299,-0.128429423,mammalia-voles-plj-trapping-05,mammalia-voles-plj-trapping-05,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-06,SF,25,32,8.8,4.516666667,33.95893831,0.613769531,11,0.471014493,0.352941176,3.458834796,0.788413166,0.143333333,2.56,1,0.046569514,0.021372865,0.009674058,0.027027027,mammalia-voles-plj-trapping-06,mammalia-voles-plj-trapping-06,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-07,sbm,15,20,4.8,3.028571429,21.64818678,0.52625,6,0.368524333,0.45,3.138878417,0.584134514,0.095238095,2.666666667,1,0.187502834,0.079460449,0.024662339,0,mammalia-voles-plj-trapping-07,mammalia-voles-plj-trapping-07,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-09,SF,12,14,4.916666667,2.757575758,14.63280229,0.441326531,6,0.502479339,0.222222222,2.86974501,0.678179197,0.242424242,2.333333333,1,0.175099196,0.083180464,0.034319673,-0.439252336,mammalia-voles-plj-trapping-09,mammalia-voles-plj-trapping-09,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-10,sbm,14,17,6.642857143,3.681318681,19.39377707,0.493079585,8,0.339250493,0.413793103,2.901349913,0.699280645,0.120879121,2.428571429,1,0.080374633,0.034388615,0.021778655,0.042253521,mammalia-voles-plj-trapping-10,mammalia-voles-plj-trapping-10,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-15,SF,34,44,10.29411765,5.461675579,45.20567148,0.654442149,13,0.422233701,0.336734694,3.590891394,0.83326326,0.103386809,2.588235294,1,0.028381228,0.011604685,0.005749197,-0.067836257,mammalia-voles-plj-trapping-15,mammalia-voles-plj-trapping-15,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-17,SF,12,19,3.833333333,2.196969697,16.82391553,0.289473684,5,0.401652893,0.5,4.164243702,0.616116356,0.348484848,3.166666667,1,0.346115699,0.20569505,0.043625607,-0.11452514,mammalia-voles-plj-trapping-17,mammalia-voles-plj-trapping-17,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-18,SF,22,32,6.136363636,3.341991342,30.1451472,0.544921875,8,0.45600907,0.443181818,4.349884992,0.786243842,0.194805195,2.909090909,1,0.10875117,0.043342801,0.014921296,0.228915663,mammalia-voles-plj-trapping-18,mammalia-voles-plj-trapping-18,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-20,SF,22,30,7.318181818,4.216450216,30.84736756,0.600555556,9,0.504988662,0.454545455,3.595458954,0.848077496,0.155844156,2.727272727,1,0.055000054,0.019145179,0.011705671,-0.02739726,mammalia-voles-plj-trapping-20,mammalia-voles-plj-trapping-20,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-21,SF,19,33,4.842105263,2.883040936,28.56871266,0.505509642,6,0.545388526,0.5,4.217460834,0.548916938,0.195906433,3.473684211,1,0.185758855,0.05998136,0.020005626,-0.29723225,mammalia-voles-plj-trapping-21,mammalia-voles-plj-trapping-21,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-22,Spatial,60,119,12.71666667,6.501694915,93.35300423,0.730527505,16,0.471743157,0.623126338,6.055849493,0.900496666,0.085310734,3.966666667,1,0.016619163,0.004681112,0.002713453,0.137681159,mammalia-voles-plj-trapping-22,mammalia-voles-plj-trapping-22,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-23,Spatial,73,149,14.26027397,6.323820396,116.6646907,0.674068736,19,0.315210942,0.524886878,6.823876594,0.882214957,0.09608067,4.082191781,1,0.01653584,0.005338998,0.002350415,0.32545389,mammalia-voles-plj-trapping-23,mammalia-voles-plj-trapping-23,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-24,Spatial,86,185,8.895348837,4.778659371,139.1391693,0.717647918,12,0.364075999,0.544819558,7.278805523,0.898954806,0.102325581,4.302325581,1,0.054407511,0.016701421,0.002567998,0.221298537,mammalia-voles-plj-trapping-24,mammalia-voles-plj-trapping-24,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-25,Spatial,160,497,8.56875,4.970125786,296.1843628,0.754344983,11,0.389485175,0.578873239,10.42132491,0.909488157,0.067845912,6.2125,1,0.043858063,0.007555671,0.001309237,0.250246792,mammalia-voles-plj-trapping-25,mammalia-voles-plj-trapping-25,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-26,Spatial,171,505,12.93567251,6.813278294,310.606894,0.815310264,17,0.465351801,0.628942486,8.776653152,0.930786316,0.053491572,5.906432749,1,0.016947681,0.002772506,0.000892592,0.100102295,mammalia-voles-plj-trapping-26,mammalia-voles-plj-trapping-26,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-27,Spatial,35,76,6.657142857,3.932773109,58.57380895,0.634608726,8,0.45410856,0.625827815,5.097266414,0.734163634,0.078151261,4.342857143,1,0.077830168,0.017636122,0.007710692,-0.028235294,mammalia-voles-plj-trapping-27,mammalia-voles-plj-trapping-27,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-28,SF,45,83,8.288888889,4.483838384,71.41382536,0.63673973,10,0.413367288,0.451048951,4.594508633,0.709199334,0.097979798,3.688888889,1,0.042620285,0.012630167,0.005234357,-0.113374404,mammalia-voles-plj-trapping-28,mammalia-voles-plj-trapping-28,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-31,SF,19,26,4.894736842,2.988304094,25.88669487,0.430473373,6,0.287037037,0.358208955,3.853487889,0.724773252,0.18128655,2.736842105,1,0.195692941,0.089161076,0.019516017,0.032884097,mammalia-voles-plj-trapping-31,mammalia-voles-plj-trapping-31,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-45,SF,25,43,7.16,3.78,37.36166342,0.585722012,9,0.423233696,0.551470588,4.288788306,0.712370494,0.148333333,3.44,1,0.072428605,0.023097079,0.011432846,-0.115768463,mammalia-voles-plj-trapping-45,mammalia-voles-plj-trapping-45,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-46,SF,36,52,8.777777778,4.936507937,49.78498465,0.704511834,11,0.494597839,0.447761194,3.85720969,0.867443116,0.088888889,2.888888889,1,0.03200457,0.010989007,0.006011571,-0.166946309,mammalia-voles-plj-trapping-46,mammalia-voles-plj-trapping-46,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-47,SF,13,15,5.538461538,3,17.19741744,0.451111111,7,0.476010101,0.333333333,2.836756738,0.716836164,0.224358974,2.307692308,1,0.126597939,0.061483875,0.028975265,-0.176470588,mammalia-voles-plj-trapping-47,mammalia-voles-plj-trapping-47,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-48,sbm,17,26,4.823529412,2.823529412,24.65156754,0.411982249,6,0.403559028,0.428571429,3.726368419,0.556540982,0.121323529,3.058823529,1,0.163469904,0.05791587,0.023008052,-0.158129176,mammalia-voles-plj-trapping-48,mammalia-voles-plj-trapping-48,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-49,SF,20,36,4.05,2.6,30.88817139,0.501929012,5,0.337334564,0.523809524,4.825713707,0.671798864,0.178947368,3.6,1,0.29666284,0.101380594,0.020976568,0.060606061,mammalia-voles-plj-trapping-49,mammalia-voles-plj-trapping-49,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-59,Spatial,26,49,5.615384615,3.415384615,42.2291886,0.548729696,7,0.415333333,0.588957055,4.747964696,0.716583176,0.129230769,3.769230769,1,0.106356167,0.030235958,0.012220324,0.229105211,mammalia-voles-plj-trapping-59,mammalia-voles-plj-trapping-59,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-60,SF,31,62,5.032258065,3.122580645,50.31980172,0.581815817,6,0.391505747,0.551020408,5.271866842,0.765077996,0.133333333,4,1,0.153678705,0.040031391,0.010996771,-0.072773537,mammalia-voles-plj-trapping-60,mammalia-voles-plj-trapping-60,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping-61,SF,36,62,8.666666667,4.793650794,54.60599382,0.700832466,11,0.519663866,0.573770492,4.29521582,0.85309786,0.073015873,3.444444444,1,0.048153641,0.014028509,0.006208817,-0.124035182,mammalia-voles-plj-trapping-61,mammalia-voles-plj-trapping-61,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-plj-trapping,SW,765,2450,13.14640523,6.071693529,1416.654576,0.693472387,19,0.254840314,0.334629035,14.26826309,0.957914652,0.037427711,6.405228758,1,0.012427741,0.002654594,0.000225159,0.160648626,mammalia-voles-plj-trapping,mammalia-voles-plj-trapping,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-rob-trapping-02,SF,20,27,8.8,4.526315789,27.56259364,0.586419753,11,0.357032933,0.442622951,3.462096075,0.827279087,0.173684211,2.7,1,0.044862749,0.017300132,0.012040667,-0.082598236,mammalia-voles-rob-trapping-02,mammalia-voles-rob-trapping-02,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-rob-trapping-03,SF,26,47,7.192307692,3.747692308,39.87590777,0.427569036,9,0.400933333,0.491803279,5.541331753,0.767603507,0.215384615,3.615384615,1,0.056483156,0.017993869,0.011096514,0.088642659,mammalia-voles-rob-trapping-03,mammalia-voles-rob-trapping-03,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-rob-trapping-04,SF,43,74,8.139534884,4.481727575,63.77464248,0.651113952,10,0.630081301,0.486792453,5.432483395,0.85033361,0.156146179,3.441860465,1,0.031170561,0.009163232,0.005533688,0.02670174,mammalia-voles-rob-trapping-04,mammalia-voles-rob-trapping-04,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-rob-trapping-05,SF,16,27,4.3125,2.566666667,24.40055012,0.320301783,5,0.446984127,0.5,4.524534828,0.662586215,0.241666667,3.375,1,0.172794195,0.07448132,0.027111751,-0.049019608,mammalia-voles-rob-trapping-05,mammalia-voles-rob-trapping-05,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
mammalia-voles-rob-trapping-06,Spatial,53,81,12.09433962,6.769956459,77.59863364,0.724508459,15,0.3551021,0.46875,4.488309176,0.901043795,0.075834543,3.056603774,1,0.017043088,0.005535357,0.002943816,0.175285672,mammalia-voles-rob-trapping-06,mammalia-voles-rob-trapping-06,No,Social_projection_bipartite,mark_recapture,Microtus_agrestis,6,Mammalia,Coarse
