,GraphNames,order,edges,connected,max_component,minDegree,maxDegree,mean_degree,minCut,FiedlerValue,Normalized_FiedlerValue,closeness_centr,modularity,diameter,betw_centr,transitivity,threshold,spectral_radius,eigen_centr,deg_centr,mean_eccentr,radius,mean_path_length,graph_energy,min_triangle,mean_triangle,sd_triangle,max_triangle,num_triangle,deg_assort_coef
212,insecta-ant-colony3-day31,115,4161,1,115,2,106,72.36521739,2,1.984707591,0.589913083,0.006484968,0.14113256,3,0.007939938,0.736575797,0.013053978,76.60500212,0.301255536,0.295041953,2.260869565,2,1.369641495,475.1321641,1,2011.434783,779.7177417,3711,231315,0.025067695
213,insecta-ant-colony3-day32,95,2990,1,95,2,86,62.94736842,2,1.971035218,0.640749248,0.008085007,0.113928703,3,0.014927089,0.75969016,0.015058619,66.40715245,0.253786295,0.245240761,2.189473684,2,1.334154535,363.1896353,0,1564.042105,588.5379996,2575,148584,-0.016255085
214,insecta-ant-colony3-day33,95,2977,1,95,7,86,62.67368421,7,6.915484055,0.610850939,0.008079256,0.110265083,3,0.007772541,0.76182218,0.015128176,66.10182032,0.26584512,0.248152296,2.021052632,2,1.333482643,358.238428,15,1553.684211,577.7902561,2622,147600,-0.004416183
215,insecta-ant-colony3-day34,95,3348,1,95,1,89,70.48421053,1,0.9977401,0.694927202,0.008610477,0.06234633,3,0.021066946,0.826574669,0.013587164,73.59887356,0.199068401,0.196976484,2.178947368,2,1.2537514,336.8917106,0,2115.978947,661.7934045,3095,201018,-0.031533139
216,insecta-ant-colony3-day35,95,2915,1,95,5,86,61.36842105,5,4.955730011,0.569263153,0.008004448,0.075132646,3,0.009539182,0.771909701,0.015224758,65.68248817,0.263563474,0.262038074,2.105263158,2,1.349608063,345.9281496,9,1530.063158,610.9026076,2519,145356,0.019606391
217,insecta-ant-colony3-day36,94,3028,1,94,18,86,64.42553191,18,17.87267312,0.625684412,0.008330798,0.106349326,2,0.006363914,0.779245695,0.014786,67.63154143,0.239497577,0.231983528,2,2,1.307252345,350.2456753,135,1672.244681,598.318139,2664,157191,-0.005346831
218,insecta-ant-colony3-day37,94,2969,1,94,1,86,63.17021277,1,0.995431651,0.596477716,0.008242421,0.095228612,3,0.020489954,0.798006288,0.014779353,67.66196068,0.24699118,0.245481583,2.29787234,2,1.327842599,329.8218531,0,1676.840426,649.6774436,2663,157623,0.045902846
219,insecta-ant-colony3-day38,94,2985,1,94,3,86,63.5106383,3,2.986162799,0.614405245,0.008269626,0.065348125,3,0.008926649,0.782947463,0.014894302,67.139771,0.250319527,0.241821094,2.117021277,2,1.319377717,342.2098985,3,1645.180851,596.7378337,2664,154647,-0.022055305
220,insecta-ant-colony3-day39,93,3059,1,93,16,89,65.78494624,16,15.90450804,0.654119418,0.008557529,0.111408776,2,0.005007085,0.784112907,0.014640408,68.30410726,0.243678512,0.252337541,2,2,1.284946237,347.8243111,113,1737.83871,568.1014968,2840,161619,-0.045921902
221,insecta-ant-colony3-day40,93,2853,1,93,17,83,61.35483871,17,16.78163802,0.599164061,0.00825979,0.11565445,3,0.008831556,0.765373528,0.01541716,64.86279126,0.24030151,0.235273492,2.021505376,2,1.333333333,344.3355307,129,1498.774194,564.4636571,2370,139386,0.002858209
222,insecta-ant-colony3-day41,94,2992,1,94,3,87,63.65957447,3,2.988052115,0.620732379,0.008280588,0.111644142,3,0.010189126,0.785531418,0.014825612,67.4508432,0.247278024,0.250972318,2.117021277,2,1.318233814,343.0359669,3,1661.457447,605.9764299,2675,156177,-0.008872895
223,insecta-ant-colony3,160,12656,1,160,140,159,158.2,140,139.8717474,0.976951182,0.006258885,0,2,2.87E-06,0.995267087,0.006319972,158.2285596,0.004882534,0.005031447,1.3,1,1.005031447,339.7245728,9720,12377.98125,319.7345887,12497,1980477,-0.031208189
224,insecta-ant-colony4-day01,102,4269,1,102,40,101,83.70588235,40,39.64755913,0.793188446,0.008515653,0.056945179,2,0.001481072,0.855857237,0.011767706,84.97833112,0.160216689,0.171228888,1.990196078,1,1.171228888,372.0578231,703,3009.705882,660.3396454,4168,306990,-0.046237635
225,insecta-ant-colony4-day02,102,4149,1,102,16,99,81.35294118,16,15.91421202,0.763331127,0.008363199,0.035656229,2,0.002477079,0.843469381,0.012036142,83.08309921,0.171131292,0.174723355,2,2,1.194525335,374.4620332,109,2817.882353,689.9708316,3970,287424,-0.045323682
226,insecta-ant-colony4-day03,102,4055,1,102,10,99,79.50980392,10,9.900103801,0.73462433,0.008240031,0.036775137,3,0.003287508,0.832678178,0.012262126,81.55192451,0.184682539,0.192972238,2.019607843,2,1.212968356,380.5338616,45,2666.529412,687.1055766,3858,271986,-0.009839944
227,insecta-ant-colony4-day04,102,3754,1,102,10,97,73.60784314,10,8.738529265,0.624189626,0.007878111,0.064032391,3,0.011487129,0.805249163,0.013007459,76.87896892,0.231230784,0.231605513,2.029411765,2,1.271597748,387.4746171,44,2244.529412,691.8390717,3554,228942,0.069280831
228,insecta-ant-colony4-day05,102,3929,1,102,10,97,77.03921569,10,9.424452889,0.686169672,0.008092771,0.05190143,3,0.006551206,0.826994835,0.012508043,79.9485605,0.20148782,0.197631528,2.039215686,2,1.238012036,378.2401273,45,2511.794118,746.5099435,3736,256203,0.046679504
229,insecta-ant-colony4-day06,102,3903,1,102,11,96,76.52941176,11,9.916311764,0.65169425,0.008070101,0.049406046,3,0.008451116,0.832736008,0.012529353,79.8125796,0.198977604,0.192778101,2.039215686,2,1.2430596,370.069527,53,2508.029412,768.7425177,3675,255819,0.048028183
230,insecta-ant-colony4-day07,102,3797,1,102,11,97,74.45098039,11,9.164085907,0.644890794,0.007940958,0.050164321,3,0.009670388,0.814899248,0.012831874,77.93094206,0.220588693,0.22325762,2.039215686,2,1.263443991,379.9270649,50,2330.5,756.2308012,3596,237711,0.039172331
231,insecta-ant-colony4-day08,102,3857,1,102,11,97,75.62745098,11,10.80711926,0.700709522,0.008003395,0.074317635,3,0.005346682,0.811173207,0.012756274,78.39279866,0.209389105,0.211609396,2.029411765,2,1.251601631,389.1187923,55,2373.588235,728.4260579,3597,242106,-0.006527317
232,insecta-ant-colony4-day09,102,3988,1,102,13,98,78.19607843,13,12.71695761,0.69513996,0.0081836,0.049329125,3,0.003669527,0.843116235,0.012302845,81.28201366,0.187956925,0.196078431,2.029411765,2,1.226169676,361.9972023,77,2644.764706,818.2896093,3797,269766,0.012537508
233,insecta-ant-colony4-day10,102,4036,1,102,13,99,79.1372549,13,12.82150503,0.734493604,0.00823432,0.054353822,2,0.002921591,0.83935033,0.012236061,81.72564524,0.187458652,0.196660843,2,2,1.216462823,372.7425513,77,2681.205882,767.3973933,3882,273483,-0.015139647
234,insecta-ant-colony4-day11,102,3592,1,102,26,98,70.43137255,26,24.75789404,0.698971901,0.007689079,0.097103274,2,0.005775312,0.763098195,0.013638442,73.32215944,0.261218701,0.272956707,2,2,1.302659678,410.7838119,264,1945.705882,672.2709789,3347,198462,-0.045623107
235,insecta-ant-colony4-day12,73,2067,1,73,2,70,56.63013699,2,1.967704116,0.766150814,0.011517677,0.031272286,3,0.014837108,0.838696641,0.017108562,58.4502651,0.184505333,0.185692542,2.328767123,2,1.222222222,238.1961106,1,1364.547945,373.4120468,1965,99612,-0.018935511
236,insecta-ant-colony4-day13,73,2119,1,73,3,70,58.05479452,3,2.949055845,0.777687277,0.011727963,0.019004107,3,0.009550305,0.853298534,0.016732983,59.76220877,0.165797583,0.165905632,2.205479452,2,1.199010654,237.1456316,3,1455.575342,380.6647664,2015,106257,-0.013089949
237,insecta-ant-colony4-day14,73,2107,1,73,3,71,57.7260274,3,2.966195496,0.790034598,0.011682103,0.032804409,3,0.010741993,0.845656102,0.016864383,59.29656767,0.178481608,0.184360731,2.150684932,2,1.202054795,241.0382616,2,1423.273973,353.3027212,2033,103899,-0.026155471
238,insecta-ant-colony4-day15,73,2144,1,73,2,70,58.73972603,2,1.971486996,0.791053245,0.011789141,0.021790353,3,0.012729816,0.8590537,0.01658311,60.30232074,0.155488967,0.156392694,2.328767123,2,1.192922374,234.3311741,1,1496.506849,364.0196165,2028,109245,-0.023254857
239,insecta-ant-colony4-day16,73,2095,1,73,3,70,57.39726027,3,2.971750311,0.772692627,0.011668259,0.048230074,3,0.015788008,0.846319316,0.016924461,59.08607588,0.171102507,0.175038052,2.068493151,2,1.2043379,235.8567198,3,1412.054795,375.884804,1973,103080,-0.061893189
240,insecta-ant-colony4-day17,73,2089,1,73,7,69,57.23287671,7,6.935498316,0.791502598,0.01163463,0.040682794,2,0.007121697,0.837175171,0.017027805,58.72747449,0.158722764,0.163432268,2,2,1.205098935,244.109998,21,1383.082192,352.6069874,1886,100965,-0.014410795
241,insecta-ant-colony4-day18,73,2022,1,73,8,68,55.39726027,8,7.119259883,0.664975499,0.011439522,0.040814762,3,0.013329216,0.845676649,0.017266002,57.91728824,0.186530093,0.175038052,2.04109589,2,1.231354642,232.0876177,28,1331.465753,413.1482476,1893,97197,0.053123521
242,insecta-ant-colony4-day19,73,2041,1,73,9,68,55.91780822,9,8.783634119,0.746034688,0.011493704,0.021694412,2,0.005758505,0.83626093,0.01724372,57.99212822,0.176842416,0.167808219,2,2,1.223363775,239.9254338,33,1332.369863,394.678016,1874,97263,-0.006494214
243,insecta-ant-colony4-day20,73,2184,1,73,10,70,59.83561644,10,9.938900023,0.811454393,0.011979806,0.030134767,2,0.004639862,0.864056565,0.016386546,61.02567351,0.142019881,0.141171994,2,2,1.168949772,234.2739173,45,1551.821918,348.2496447,2052,113283,-0.012906866
244,insecta-ant-colony4-day21,73,2120,1,73,11,69,58.08219178,11,10.91531831,0.79665049,0.011759117,0.037089378,2,0.00443264,0.848954143,0.016777559,59.60342665,0.153441737,0.151636225,2,2,1.193302892,237.8967693,54,1445.547945,377.8013161,1949,105525,-0.03761378
245,insecta-ant-colony4-day22,55,1234,1,55,5,54,44.87272727,5,4.98384707,0.837650117,0.016022705,0.011526141,2,0.009681494,0.876226699,0.021677714,46.13032503,0.148484433,0.169023569,1.981818182,1,1.169023569,155.3048249,10,888,221.6832074,1180,48840,-0.075193863
246,insecta-ant-colony4-day23,55,1228,1,55,4,52,44.65454545,4,3.985206072,0.826825596,0.015978046,0.008665543,2,0.011166741,0.876888054,0.021722181,46.03589373,0.132928787,0.136026936,2,2,1.173063973,155.658712,6,882.4363636,227.0236375,1129,48534,-0.071220874
247,insecta-ant-colony4-day24,55,1167,1,55,3,51,42.43636364,3,2.985218935,0.762581682,0.015474955,0.013744879,2,0.023824284,0.859986178,0.022531429,44.38244914,0.168212375,0.158585859,2,2,1.214141414,156.0046637,3,791.8909091,230.5398393,1080,43554,-0.039764927
248,insecta-ant-colony4-day25,55,1204,1,55,5,52,43.78181818,5,4.964581659,0.821929365,0.015771438,0.037586161,2,0.008969912,0.863100039,0.022105533,45.23754216,0.153813551,0.152188552,2,2,1.189225589,157.3152845,9,836.5636364,232.9469629,1121,46011,-0.063533589
249,insecta-ant-colony4-day26,55,1240,1,55,25,53,45.09090909,25,23.99086123,0.817933615,0.016033812,0.034232245,2,0.002394458,0.862757767,0.021788904,45.89491911,0.143572175,0.146464646,2,2,1.164983165,160.5260551,273,874.0363636,206.1418932,1162,48072,-0.068603982
250,insecta-ant-colony4-day27,55,1266,1,55,24,54,46.03636364,24,23.7382195,0.829708413,0.016254443,0.030059473,2,0.002207678,0.875581214,0.021422619,46.67963361,0.138120121,0.147474747,1.981818182,1,1.147474747,158.9427176,237,921,194.7736578,1212,50655,-0.04211235
251,insecta-ant-colony4-day28,55,1276,1,55,26,54,46.4,26,25.59469531,0.824526908,0.016353069,0.027883963,2,0.002039185,0.881527232,0.02126456,47.0266014,0.131573558,0.140740741,1.981818182,1,1.140740741,156.2827075,304,942,195.1987591,1222,51810,-0.070397925
252,insecta-ant-colony4-day29,55,1272,1,55,24,54,46.25454545,24,23.52257478,0.816230949,0.016320448,0.030062102,2,0.002365171,0.881704252,0.021297377,46.954138,0.132940792,0.143434343,1.981818182,1,1.143434343,155.1760645,254,937.6363636,198.7367851,1218,51570,-0.059147319
253,insecta-ant-colony4-day30,55,1252,1,55,19,54,45.52727273,19,18.76974691,0.808135217,0.016157626,0.042120148,2,0.003140155,0.876953091,0.021532166,46.44214585,0.142601022,0.156902357,1.963636364,1,1.156902357,156.5352599,150,907.2,222.5553947,1198,49896,-0.014984536
254,insecta-ant-colony4-day31,55,1221,1,55,12,53,44.4,12,11.93394583,0.808253613,0.01591848,0.047219992,2,0.005414868,0.872045193,0.021851265,45.76394034,0.145475378,0.159259259,2,2,1.177777778,155.0295478,60,867.2727273,236.483846,1142,47700,-0.05654569
255,insecta-ant-colony4-day32,35,497,1,35,18,33,28.4,18,17.56854699,0.833335137,0.025499311,0.011957054,2,0.00402266,0.860348051,0.034566441,28.92979315,0.136660821,0.135294118,2,2,1.164705882,88.84487874,133,341.8285714,85.33445815,446,11964,-0.122723138
256,insecta-ant-colony4-day33,35,490,1,35,17,34,28,17,16.5793853,0.817157327,0.025203038,0.038265306,2,0.004747825,0.846262341,0.035130919,28.46495446,0.167728653,0.176470588,1.971428571,1,1.176470588,90.81716695,123,325.7142857,78.2295158,456,11400,-0.075754504
257,insecta-ant-colony4-day34,35,505,1,35,3,33,28.85714286,3,2.975692343,0.804593693,0.025901078,0.003138908,3,0.02416582,0.907597536,0.033435952,29.9079263,0.121407217,0.121848739,2.057142857,2,1.152941176,82.21487122,3,378.8571429,100.2928485,469,13260,-0.077507008
258,insecta-ant-colony4-day35,35,501,1,35,9,33,28.62857143,9,8.850389646,0.823295335,0.025763522,0.001420313,2,0.007252499,0.898933575,0.033757113,29.6233859,0.124450412,0.128571429,2,2,1.157983193,83.51910113,32,368.4857143,103.9537147,459,12897,-0.044793313
259,insecta-ant-colony4-day36,35,488,1,35,16,33,27.88571429,16,15.08625085,0.753490526,0.02520672,0.03593624,2,0.005616678,0.863568884,0.034967666,28.5978481,0.14473114,0.150420168,2,2,1.179831933,87.95906985,96,332.4,92.16870721,435,11634,-0.036074733
260,insecta-ant-colony4-day37,35,484,1,35,3,33,27.65714286,3,2.970987981,0.782041907,0.025139106,0.026571358,3,0.021402611,0.877183853,0.034761552,28.76741532,0.155962087,0.157142857,2.057142857,2,1.188235294,85.25428943,3,337.1142857,98.1894242,448,11799,-0.064060126
261,insecta-ant-colony4-day38,35,480,1,35,15,34,27.42857143,15,14.47971886,0.789458581,0.02494354,0.024251302,2,0.006777999,0.843484256,0.035550253,28.12919535,0.177903171,0.193277311,1.971428571,1,1.193277311,90.7693276,97,314.5714286,90.17932648,446,11010,-0.121431938
262,insecta-ant-colony4-day39,35,492,1,35,15,33,28.11428571,15,14.60669846,0.813158983,0.025354078,0.022033429,2,0.005306503,0.861681151,0.034732341,28.79160931,0.138325212,0.143697479,2,2,1.173109244,87.1659795,90,337.1142857,91.72169268,438,11799,-0.091029491
263,insecta-ant-colony4-day40,35,485,1,35,4,33,27.71428571,4,3.965662348,0.783871137,0.025149629,0.016930598,2,0.015020139,0.871493415,0.034850161,28.69427164,0.157215692,0.155462185,2,2,1.18487395,86.13556862,6,334.6285714,92.63244436,448,11712,-0.048989888
264,insecta-ant-colony4-day41,35,500,1,35,4,33,28.57142857,4,3.971953464,0.806276282,0.025717067,0.00393,3,0.013204557,0.901340595,0.033756535,29.62389388,0.128973184,0.130252101,2.057142857,2,1.161344538,82.20602784,6,368.8285714,101.5661146,463,12909,-0.055519967
265,insecta-ant-colony4,102,5091,1,102,84,101,99.82352941,84,83.84548525,0.954174062,0.009792951,2.20E-05,2,1.93E-05,0.98953254,0.010010927,99.89084938,0.011091506,0.011648224,1.343137255,1,1.011648224,221.2183858,3466,4884.264706,240.578055,4990,498195,-0.039246348
266,insecta-ant-colony5-day01,152,9053,1,152,47,150,119.1184211,47,46.67076964,0.756045576,0.00550761,0.043729033,2,0.001498017,0.823528223,0.008246897,121.2577248,0.193283301,0.204513768,2,2,1.211136284,674.2762931,943,5899.263158,1396.375705,8793,896688,-0.013232702
267,insecta-ant-colony5-day02,152,9141,1,152,27,151,120.2763158,27,26.81409462,0.76161429,0.005546521,0.070837842,2,0.001974651,0.834365294,0.008147756,122.733176,0.188445494,0.203468107,1.993421053,1,1.203468107,662.8786409,347,6108.256579,1454.368548,8990,928455,-0.004806106
268,insecta-ant-colony5-day03,152,8634,1,152,26,150,113.6052632,26,25.4509301,0.714955377,0.005356527,0.081654704,2,0.00319449,0.804062794,0.008562206,116.7923255,0.224164964,0.241024747,2,2,1.247647264,685.4574887,323,5288.072368,1451.898365,8399,803787,-0.001384757
269,insecta-ant-colony5-day04,152,8566,1,152,68,151,112.7105263,68,61.54363239,0.706840862,0.005325622,0.085885868,2,0.002284728,0.791369353,0.00867447,115.2808179,0.238127881,0.253572673,1.986842105,1,1.253572673,694.4765466,1944,5098.006579,1378.524715,8415,774897,-0.019507
270,insecta-ant-colony5-day05,152,8410,1,152,29,150,110.6578947,29,28.77546704,0.707358694,0.005273871,0.080032943,2,0.002792922,0.784603468,0.008790079,113.7646161,0.246997579,0.260543743,2,2,1.26716626,701.7917451,403,4898.171053,1401.90258,8231,744522,-0.033679863
271,insecta-ant-colony5-day06,152,8379,1,152,30,149,110.25,30,28.7002408,0.68102322,0.005271075,0.049341809,2,0.003895718,0.794008107,0.0087571,114.1930587,0.23864335,0.256622517,2,2,1.26986755,681.2787674,426,4952.526316,1536.67487,8075,752784,0.005905055
272,insecta-ant-colony5-day07,152,8093,1,152,32,148,106.4868421,32,31.43073284,0.660892155,0.005164276,0.082197213,2,0.003015664,0.770070601,0.009072401,110.2244072,0.2650757,0.274921575,2,2,1.294789125,702.9500869,493,4475.625,1414.166924,7789,680295,0.014614372
273,insecta-ant-colony5-day08,152,8032,1,152,45,149,105.6842105,45,43.32256886,0.645119293,0.005143018,0.09569267,2,0.003686948,0.767809226,0.009141124,109.3957422,0.271986202,0.286859533,2,2,1.300104566,700.5629405,952,4395.611842,1395.227314,7760,668133,0.009055231
274,insecta-ant-colony5-day09,152,7835,1,152,36,150,103.0921053,36,35.09798909,0.630602725,0.005078456,0.102667941,2,0.004787852,0.758641376,0.009322897,107.2627905,0.289513275,0.31064831,2,2,1.317270826,699.0534813,598,4151.625,1391.554687,7637,631047,0.018971141
275,insecta-ant-colony5-day10,152,7779,1,152,32,143,102.3552632,32,30.86107435,0.602911008,0.005062454,0.074984895,2,0.004577464,0.761338471,0.009351656,106.9329327,0.268892823,0.269170443,2,2,1.322150575,696.3135851,491,4120.894737,1425.073848,7106,626376,0.038555528
276,insecta-ant-colony5-day11,152,6716,1,152,32,127,88.36842105,32,28.98161189,0.551101075,0.004718685,0.145009065,3,0.005235143,0.685521121,0.010727453,93.21877174,0.315108947,0.255838271,2.059210526,2,1.415475776,722.543102,488,2781.75,1076.403881,5279,422826,0.083374343
277,insecta-ant-colony5-day12,133,6057,1,133,5,120,91.08270677,5,4.984369018,0.617057933,0.005861494,0.060975777,3,0.008580616,0.786360248,0.010368247,96.44831681,0.239111724,0.219070403,2.015037594,2,1.310093415,559.7195514,9,3410.142857,1242.629142,5431,453549,0.06203447
278,insecta-ant-colony5-day13,133,5995,1,133,26,122,90.15037594,26,23.4529404,0.60374543,0.005827992,0.093847124,2,0.006465544,0.780425963,0.010496776,95.2673474,0.232117539,0.241285031,2,2,1.317042607,559.5046968,323,3309.428571,1219.421716,5171,440154,0.044262361
279,insecta-ant-colony5-day14,133,6235,1,133,29,132,93.7593985,29,28.22019182,0.644804777,0.005940983,0.0764513,2,0.005148407,0.78412213,0.010252381,97.53831604,0.26306629,0.289701527,1.992481203,1,1.289701527,564.5983341,402,3547.150376,1172.270405,6103,471771,-0.002297557
280,insecta-ant-colony5-day15,133,5990,1,133,41,129,90.07518797,41,37.09125801,0.624199696,0.00580639,0.106424439,2,0.004787846,0.755639973,0.010698395,93.47196761,0.282963627,0.29488494,2,2,1.317612212,579.9682903,736,3148.263158,1013.58155,5679,418719,-0.024071569
281,insecta-ant-colony5-day16,133,5926,1,133,10,127,89.11278195,10,9.971024766,0.600225518,0.005790069,0.117347941,3,0.006343587,0.768062587,0.010669586,93.72434724,0.274907529,0.287024379,2.015037594,2,1.325017088,560.0926421,44,3173.345865,1144.86167,5525,422055,-0.016176696
282,insecta-ant-colony5-day17,133,6082,1,133,41,126,91.45864662,41,36.17803406,0.608152537,0.005863439,0.100928965,2,0.004276484,0.776552888,0.010469616,95.51448912,0.255924966,0.26167692,2,2,1.307131465,558.0657991,719,3355.263158,1148.790279,5592,446250,-0.001216651
283,insecta-ant-colony5-day18,133,6180,1,133,31,127,92.93233083,31,30.56277977,0.623559838,0.005906856,0.119271845,3,0.004063414,0.779145377,0.01036215,96.5050671,0.249650171,0.258088403,2.015037594,2,1.296081112,567.0238326,459,3456.857143,1105.488759,5716,459762,0.00171902
284,insecta-ant-colony5-day19,133,5795,1,133,24,118,87.14285714,24,23.83941556,0.569714019,0.005710835,0.137757193,2,0.004756096,0.750146802,0.010981183,91.06486685,0.243410048,0.233766234,2,2,1.33982684,573.4991703,230,2939.165414,1008.718037,4708,390909,0.034038313
285,insecta-ant-colony5-day20,133,5907,1,133,20,124,88.82706767,20,19.91590189,0.581025962,0.005770825,0.13221494,3,0.004713701,0.761081958,0.010773745,92.81823969,0.266074314,0.266461609,2.015037594,2,1.32718159,563.7840759,176,3102.496241,1060.2016,5264,412632,0.000668836
286,insecta-ant-colony5-day21,132,5923,1,132,27,125,89.74242424,27,26.80527645,0.5891725,0.005868411,0.120593583,2,0.005018569,0.770616767,0.010668474,93.73412191,0.262276385,0.2691418,2,2,1.314943326,553.3264838,299,3202.840909,1073.96967,5426,422775,0.023750527
287,insecta-ant-colony5-day22,89,2937,1,89,15,83,66,15,14.68063658,0.711874285,0.009190305,0.072196237,2,0.004389779,0.808588292,0.01464641,68.27611473,0.192801629,0.193181818,2,2,1.25,322.2105218,101,1794.775281,538.8546935,2619,159735,-0.000335699
288,insecta-ant-colony5-day23,89,2945,1,89,7,85,66.17977528,7,6.854791619,0.71954576,0.009223316,0.046206773,2,0.009175952,0.819017577,0.01451082,68.91409163,0.212705891,0.21386619,2,2,1.247957099,319.9297374,18,1840.820225,575.8259002,2808,163833,-0.018041872
289,insecta-ant-colony5-day24,89,3029,1,89,2,87,68.06741573,2,1.932026111,0.729408204,0.009325807,0.02265854,3,0.016708589,0.833216302,0.014170107,70.57109658,0.200217048,0.215143003,2.483146067,2,1.237231869,313.8600376,1,1973.224719,570.2542047,2940,175617,-0.020725413
290,insecta-ant-colony5-day25,89,2916,1,89,14,83,65.52808989,14,13.65518453,0.727279035,0.009163386,0.055155229,2,0.004687253,0.810539318,0.014660959,68.20836239,0.207463284,0.198544433,2,2,1.255362615,325.0444189,83,1784.224719,566.5726856,2687,158796,0.003339734
291,insecta-ant-colony5-day26,89,2568,1,89,11,77,57.70786517,11,8.834685905,0.536510111,0.008562757,0.061866605,3,0.012251742,0.77052142,0.016103968,62.09649721,0.254459371,0.219228805,2.123595506,2,1.347548519,324.4856922,51,1351.382022,542.9518752,2193,120273,0.124609609
292,insecta-ant-colony5-day27,89,2856,1,89,12,83,64.17977528,12,8.117742876,0.497436116,0.009094261,0.040009509,2,0.018467096,0.843270071,0.014566738,68.64954827,0.208430823,0.21386619,2,2,1.270684372,300.1279547,59,1821.235955,644.3914857,2659,162090,0.173335571
293,insecta-ant-colony5-day28,89,2956,1,89,11,84,66.42696629,11,10.08110487,0.701912224,0.009253543,0.041367492,2,0.008805829,0.830274164,0.014380792,69.53719742,0.204100733,0.199693565,2,2,1.24514811,311.3997547,50,1888.146067,612.1467544,2808,168045,0.030882517
294,insecta-ant-colony5-day29,89,2866,1,89,2,85,64.40449438,2,1.935207207,0.684526414,0.009081416,0.042627755,3,0.023707377,0.827099605,0.014634731,68.33060299,0.220618451,0.234039837,2.224719101,2,1.273493361,310.8745712,1,1791.94382,625.2865045,2738,159483,0.021184926
295,insecta-ant-colony5-day30,89,2861,1,89,5,84,64.29213483,5,4.67556999,0.617685555,0.009081598,0.02939622,3,0.014163495,0.823605951,0.014700151,68.02651094,0.216563511,0.223953013,2.056179775,2,1.270429009,313.2737115,9,1770.910112,597.6556975,2677,157611,0.069252788
296,insecta-ant-colony5-day31,89,2556,1,89,9,82,57.43820225,9,8.093186309,0.613801939,0.008574998,0.041319207,3,0.014031984,0.776011588,0.016026266,62.39756642,0.269150279,0.279111338,2.06741573,2,1.348569969,323.2273134,29,1366.382022,573.5254117,2301,121608,0.019592993
297,insecta-ant-colony5-day32,66,1546,1,66,3,62,46.84848485,3,2.960225194,0.783204097,0.01216264,0.014833799,3,0.017120955,0.791775264,0.020358365,49.11985785,0.237673215,0.233100233,2.106060606,2,1.282051282,220.2295318,3,892.9545455,289.5339189,1443,58935,-0.035896863
298,insecta-ant-colony5-day33,66,1485,1,66,7,60,45,7,6.199525859,0.689416905,0.011933076,0.046400707,2,0.016667471,0.774448269,0.021034956,47.53991298,0.23793219,0.230769231,2,2,1.307692308,219.8226286,20,811.3636364,302.5671006,1294,53550,-0.030664434
299,insecta-ant-colony5-day34,66,1425,1,66,7,61,43.18181818,7,6.200388733,0.669521522,0.011696066,0.081221545,2,0.018635101,0.767254619,0.021627582,46.23725387,0.281420827,0.274125874,2,2,1.335664336,217.8533337,19,749.3636364,301.1117675,1319,49458,-0.017417432
300,insecta-ant-colony5-day35,66,1506,1,66,5,59,45.63636364,5,4.515779237,0.690842729,0.012016133,0.042825158,3,0.015667893,0.794616138,0.020618029,48.50124165,0.22363623,0.205594406,2.106060606,2,1.300699301,216.7619931,10,860.9545455,307.4918601,1323,56823,0.004679596
301,insecta-ant-colony5-day36,66,1554,1,66,2,64,47.09090909,2,1.992244018,0.726066559,0.012253051,0.042324454,2,0.031991329,0.811198105,0.020059055,49.85279807,0.226012658,0.26013986,2,2,1.275524476,211.7041374,1,934.0454545,322.7045532,1449,61647,-0.058371842
302,insecta-ant-colony5-day37,66,1492,1,66,9,62,45.21212121,9,8.169415319,0.688342047,0.011956717,0.078793557,2,0.014227601,0.77292859,0.021038911,47.53097723,0.258685107,0.258275058,2,2,1.304428904,220.107177,34,814.4090909,290.8654448,1374,53751,-0.067077659
303,insecta-ant-colony5-day38,66,1570,1,66,7,63,47.57575758,7,5.893710079,0.705862585,0.012303674,0.015717473,3,0.014567448,0.809329128,0.01997989,50.05032452,0.222008672,0.237296037,2.045454545,2,1.268997669,215.1599753,16,944.8181818,314.3325485,1460,62358,-0.035819553
304,insecta-ant-colony5-day39,66,1501,1,66,9,62,45.48484848,9,7.494788626,0.62919147,0.012021988,0.032017074,2,0.017824987,0.791593375,0.02069617,48.31811893,0.25452528,0.254079254,2,2,1.3002331,217.0554813,36,852.3181818,319.3866313,1412,56253,-0.039744607
305,insecta-ant-colony5-day40,66,1512,1,66,9,63,45.81818182,9,8.147005991,0.692457764,0.012045994,0.036162639,2,0.014199768,0.781737755,0.020742173,48.21095741,0.258260766,0.264335664,2,2,1.295104895,221.2813878,34,846.1363636,303.8880809,1431,55845,-0.042957308
306,insecta-ant-colony5-day41,66,1508,1,66,10,63,45.6969697,10,9.517388878,0.700598227,0.012024976,0.057080408,2,0.012854958,0.779159266,0.020842736,47.97834556,0.252803415,0.266200466,2,2,1.296969697,219.5653692,44,837.4545455,298.1329689,1394,55272,-0.055261603
307,insecta-ant-colony5,152,11363,1,152,128,151,149.5131579,128,127.090264,0.956461098,0.006561193,0,2,1.03E-05,0.991168592,0.00668468,149.5957869,0.009361421,0.009846636,1.407894737,1,1.009846636,335.9395397,8086,11010.57237,488.1462923,11212,1673607,-0.031071024
